contentid,capacity,baby_carriage,credit_card,pet,age_range,info_center,open_period,parking,parking_fee,reservation_info,rest_date,scale,use_time,use_fee
131345,2000명,없음,없음,불가,,삼풍수영장 031-271-3500,매년 7~8월 (자세한 날짜는 홈페이지 참고),주차 가능,,,,,09:30 ~ 17:00,
131687,,없음,없음,없음,,031-780-7800,,주차 가능,,"※ 시설이용신청은 <a href=""http://www.sucti.com/use/use_01.asp"" target=""_blank"" title=""새창 : 새마을중앙연수원 시설임대 페이지로 이동"">홈페이지-시설이용 페이지</a>에 있는 교육시설 사용신청서를 제출하여야 함",,,,
131152,,없음,없음,불가,,"031-375-5785~6, 031-376-5786",,주차 가능,,,,,,
130987,,가능,가능,가능,,031-943-4103~4,,주차 가능,,"홈페이지 : <a href=""http://www.seoseoul.co.kr"" target=""_blank"" title=""새창 : 서서울컨트리클럽 홈페이지로 이동"">http://www.seoseoul.co.kr</a><br />
전화 문의 : 031-943-4103~4",홈페이지 별도 공지,,,
131433,,없음,가능,없음,,서울랜드 02-509-6000,,주차 가능,,,,,※ 영업시간은 홈페이지 참조,
131666,,없음,없음,없음,,서원밸리 컨트리클럽 031-940-9400,,주차 가능,,"홈페이지 : <a href=""http://seowongolf.co.kr/"" target=""_blank"" title=""새창 : 서원밸리 컨트리클럽 홈페이지로 이동"">http://seowongolf.co.kr/</a><br />
전화 문의 : 031-940-9400",,"18홀 회원제 Par 72 (7,010YD) / 9홀 퍼블릭 Par 36 (3,261YD)",,
2382678,,없음,불가,가능,,"서정온천오토캠핑장 031-835-0312, 010-8791-1476",,주차 가능,무료,"031-835-0312 <br />
<a href=""http://r4.camperstory.com/?1610"" target=""_blank"" title=""새창 : 서정온천오토캠핑장 예약페이지로 이동"">http://r4.camperstory.com/?1610</a>",,,,
131151,,없음,없음,없음,,"031-749-8688, 731-8353",,주차 가능,,,"일요일, 법정공휴일(명절, 국경일)",,평일 09:00~21:00 / 토요일 09:00~16:00,
131447,,없음,없음,없음,,031-729-9200,,주차 가능,,,"첫째,셋째 일요일 / 법정공휴일",,"평일 : 06:00 ~ 21:30 <br/>
토요일 : 06:00 ~ 19:30 <br/>
일요일 : 09:00 ~ 17:30",
131013,,없음,가능,불가,,031-553-2255,,주차 가능,무료,헬스 031-553-2255,,,헬스 06:00 ~ 23:00,
131859,,없음,없음,없음,,성은낚시터 031-655-6507,,150대 주차 가능,,,,,,
2394372,,불가,불가,불가,,소풍캠핑장 010-5273-6445,,주차 가능,"1인 1주차, 차량 추가 시 10,000원 추가 비용 발생","010-5273-6445 <br />
<a href=""http://www.소풍캠핑장.com"" target=""_blank"" title=""새창 : 소풍캠핑장 홈페이지로 이동"">http://www.소풍캠핑장.com</a>",,,"캠핑사이트 12:00 ~ 11:00(익일)<br />
방갈로 13:00 ~ 11:00(익일)<br />
글램핑 14:00 ~ 11:00(익일)",
130992,,없음,없음,없음,,솔모로 컨트리클럽 031-880-7000,,주차 가능,,"홈페이지 : <a href=""http://www.solmoro.com"" target=""_blank"" title=""새창 : 솔모로 컨트리클럽 홈페이지로 이동"">http://www.solmoro.com</a><br />
전화 문의 : 031-880-7000",연중무휴,,,
131918,,없음,없음,없음,,"경기 용인 (전용활공장) 031-321-3005 <br />
서울 서초 02-532-9678 <br />
부천 송내 032-653-8122",,,,"홈페이지 : <a href=""http://www.songgolmae.co.kr"" target=""_blank"" title=""새창 : 송골매패러글라이딩스쿨 홈페이지로 이동"">http://www.songgolmae.co.kr</a><br />
전화 문의 : 031-321-3005",,,,
131426,,없음,없음,없음,,송라낚시터 031-295-9949,,,,031-295-9949,,수면적 - 13 ha,,
131030,,가능,가능,가능,,송전(이동)낚시터 031-336-7312,4월 ~ 11월 (변동가능),,,"031-336-7312<br /><a href=""http://cafe.daum.net/songjeonfish"" target=""_blank"" title=""새창 : 어비리저수지 관광좌대 다음카페로 이동"">http://cafe.daum.net/songjeonfish</a>",,,,
131340,,없음,없음,없음,,031-871-9410~5,,주차 가능,,"전화 문의 031-871-9410~5 <br />
홈페이지 <a href=""http://www.songchoo.co.kr"" target=""_blank"" title=""새창 : 송추컨트리클럽 홈페이지로 이동"">http://www.songchoo.co.kr</a>",전화문의 요망,,일출 ~ 일몰,
131883,,없음,없음,없음,,쇠꼴마을 031-959-0123,,주차 가능,,,,,"동절기, 홈페이지/블로그/카페 공지","7,000원"
131719,,없음,없음,없음,,031-202-2002,,주차 가능,,,,"425,000㎡ (128,560평) 
 <br />주경기장 - 지상 6층(지하2층, 지상4층), 수용능력 44,031석, 천연잔디면적 8,778㎡ (114 × 77m)  
 <br />보조경기장 - 2면 천연잔디면적 16,668㎡, 화장실, 관중석 472석
 <br />인조경기장 - 2면 인조잔디면적 16,588㎡, 관중석 343석 <br> 
풋살구장 - 6면 인조잔디, 총면적 8,350㎡, 휴게동",,
131767,,없음,없음,없음,,031-273-3030,,,,"홈페이지 <a href=""http://www.sscc3030.or.kr"" target=""_blank"" title=""새창 : 수원체육문화센터 홈페이지로 이동 "">http://www.sscc3030.or.kr</a><br />
전화 문의 031-273-3030","동절기(10월~5월) : 매주 일요일, 법정공휴일, 근로자의 날 <br /> 하절기(6월~9월) : 매월 둘째주 일요일, 법정공휴일",,"평일 06:00~22:00 <br />
토요일 06:00~18:00<br />
일요일 10:00~18:00 (수영장만 운영, 점심시간 13:00~14:00 입장불가)",
131662,,없음,없음,없음,,수원컨트리클럽 031-281-6613,,주차 가능,무료,"홈페이지 : <a href=""http://www.suwoncc.co.kr"" target=""_blank"" title=""새창 : 수원컨트리클럽 홈페이지로 이동"">http://www.suwoncc.co.kr</a><br />
전화 문의 : 031-281-6613",연중무휴,"36홀, 48만평",,
231984,,없음,없음,없음,,수원 클라이밍센터 031-8025-2016,,,,,일요일 및 공휴일,,"월~금 : 11:00~23:00<br />
토요일 : 11:00~18:00",
131673,,없음,없음,없음,,"대표번호 031-880-8800 <br />
예약문의 031-880-0011, 0012",,주차 가능,무료,"전화 문의 031-880-0011, 0012 <br />
홈페이지 <a href=""http://www.skyvalley.co.kr"" target=""_blank"" title=""새창 : 스카이밸리 컨트리클럽으로 이동"">http://www.skyvalley.co.kr</a>",,"76만평, 36홀",,
524127,,없음,가능,없음,,스카이스키 031-533-1111,,주차 가능,,전화 문의 031-533-1111,동절기 무휴,,"월~목 09:00 ~ 24:00<br />
금~일, 공휴일 09:00 ~ 03:00",
2560460,150여명,불가,가능,없음,만 18세이상(만 16세이상 보호자 동의),010-2999-5207,3월~11월,주차가능(조정경기장 주차장),"3,000원","홈페이지 예약, 현장예약 가능",연중무휴,,09:00~17:00,
681407,,없음,가능,없음,,스키24 031-762-2410,,주차 가능,,전화 문의 031-762-2410,동절기 무휴,,,
524258,,없음,가능,없음,,스키아이 031-511-3432,,주차 가능,,전화 문의 031-511-3432,동절기 무휴,,,
523914,,없음,가능,없음,,스키타기 좋은날 031-638-6789,,주차 가능,,전화 문의 031-638-6789,동절기 무휴,,,
131703,,없음,가능,없음,,스타힐리조트 031-594-1211,,주차 가능,,"전화 문의 031-594-1211<br />
홈페이지 <a href=""http://www.starhillresort.com"" target=""_blank"" title=""새창 : 스타힐리조트 홈페이지로 이동"">http://www.starhillresort.com</a>",,"스키장 - 6개의 슬로프, 5개의 리프트<br />
스타힐리조트 - 객실 38개(350~360여명)",,
1060287,,없음,없음,없음,전 연령 가능,시흥시 해양레저관광팀 031-310-2331,,,,,연중무휴,7.5km,,없음
131897,,없음,없음,없음,,신갈승마클럽 031-286-6490~1,,주차 가능,무료,전화 문의 031-286-6490~1,,,"평일 09:00~21:00 <br />
주말 09:00~20:00",
131737,,없음,없음,없음,,신라 컨트리클럽 031-886-3030,,주차 가능,무료,"031-886-3030~4 <br />
<a href=""http://www.shillacc.com"" target=""_blank"" title=""새창 : 신라 컨트리클럽 홈페이지로 이동"">http://www.shillacc.com</a>",,,,
131670,,없음,없음,없음,,신안 컨트리클럽 031-673-8853~4,,주차 가능,무료,"홈페이지 : <a href=""http://www.shinancc.co.kr/shinan/shinan_main.shn"" target=""_blank"" title=""새창 : 신안 컨트리클럽 홈페이지로 이동"">http://www.shinancc.co.kr</a><br />
전화 문의 : 본사 02-3467-1037 / 현장 031-673-8853~4",마지막주 월요일,27홀 / 총면적 - 45만평,,
131661,,없음,없음,없음,,신원 컨트리클럽 031-333-1800,,주차 가능,무료,예약문의 031-8020-9411~3,,27홀,,
1867776,,없음,없음,없음,,신촌낚시터 031-296-5751,,,,,,"약 2,000평 (잔교좌대 200여석)",07:00 ~ 22:00,
577443,,없음,없음,없음,,썬힐 골프클럽 031-585-7900,,주차 가능,,"홈페이지 : <a href=""http://www.sunhillgolf.co.kr"" target=""_blank"" title=""새창 : 썬힐 골프클럽 홈페이지로 이동"">http://www.sunhillgolf.co.kr</a><br />
전화 문의 : 031-585-7900",,"정규코스 36홀(썬코스 9홀,밸리코스 9홀,파인코스 9홀,힐코스 9홀) 및 파3코스 9홀 등 총 45홀",,
1481497,,없음,가능,없음,,"대표전화 031-589-3000<br />
예약문의 031-581-4000",,주차 가능,,,"휴장일은 클럽사정에 의해 미리 공지 <br/>동절기인 1월~2월에는 폭설, 혹한으로 휴장",27홀 코스 (60만평),,
131668,,없음,없음,없음,,"대표전화 031-530-9100<br />
예약문의 031-530-9140",,주차 가능,,"홈페이지 : <a href=""http://www.adoniscc.co.kr"" target=""_blank"" title=""새창 : 아도니스 컨트리클럽 홈페이지로 이동"">http://www.adoniscc.co.kr</a><br />
전화 문의 : 031-530-9140",,총 면적 - 43만평,,
2654544,,없음,가능,불가,,1688-7841,,주차가능,,1688-7841,매주 월/화요일,,09:00~20:00,
577433,,없음,없음,없음,,031-334-8800,,주차 가능,,"전화 문의 031-330-1111~2 <br />
홈페이지 <a href=""http://www.asianacc.co.kr"" target=""_blank"" title=""새창 : 아시아나 컨트리클럽 홈페이지로 이동"">http://www.asianacc.co.kr</a>",,,,
131441,,없음,없음,불가,,031-533-0573,,주차 가능,,전화 문의 031-533-0573,연중무휴,,,
1750058,,없음,가능,없음,만 5세부터 가능,안산해피승마클럽 031-418-5400,연중개장,주차 가능,,전화 문의 : 031-418-5400,매주 월요일,,"평일,주말 이용시간 동일 08:00~21:00 <br />
* 월회원은 별도시간 협의가능",
131895,,없음,없음,없음,,"대표번호 031-670-0777 
 <br />예약번호 1577-9727",,주차 가능,무료,"홈페이지 : <a href=""http://www.golfsamsung.com/"" target=""_blank"" title=""새창 : 안성베네스트 골프클럽 안내 페이지로 이동"">http://www.golfsamsung.com/</a><br />
전화 문의 : 1577-9727",,,,
2048905,,불가,가능,불가,만48개월 이상,안성시사계절썰매장 031-675-6868,봄시즌 : 매년 4월 중 ~ 6월 중<br />여름시즌 : 매년 7월 중 ~ 8월 중<br />가을시즌 : 매년 9월 중 ~ 11월 중<br />겨울시즌 : 매년 12월 중 ~ 2월 중<br />(기후에 따라 변동가능),주차 가능,무료,,"월요일 (월요일이 공휴일인 경우 그 다음날), 명절",,10:00 ~ 17:00,
131564,,없음,없음,없음,,"대표전화 031-674-9111<br />
예약문의 031-674-9121~2",,주차 가능,무료,"홈페이지 : <a href=""http://www.ansungcc.co.kr"" target=""_blank"" title=""새창 : 안성컨트리클럽 홈페이지로 이동"">http://www.ansungcc.co.kr</a><br />
전화 문의 : 031-674-9121~2","연중무휴 (구정, 추석 당일만 휴장)",18홀,,
808942,,없음,없음,없음,,안성팜랜드 승마센터 031-8053-7979,,주차 가능,,"＊사전예약제로 진행되며 최소 1일전 예약을 해야 이용가능<br />
　예약전화: 031-8053-7979",,,"- 2월 ~ 11월 : 10:00 ~ 18:00<br />
 - 12월 ~ 1월 : 10:00 ~ 17:00<br />
 - 마필급여시간 : 12:00 ~ 13:00<br />
 * 사전예약제로 진행되며 최소 1일전 예약을 해야 이용가능",
131978,,없음,없음,없음,,"사무실 031-389-5227~8<br />
프론트 031-389-5278<br />
대화실 031-389-5269",,주차 가능,,031-389-5227~8,"4계절 이용가능 (단, 설·추석 연휴기간은 별도 공지)",,"* 비수기(방학 외)<br />
평일 10:00 ~ 12:00, 14:00 ~ 18:00<br />
주말, 공휴일 10:00 ~ 18:00<br />
* 성수기(방학기간)<br />
평일 10:00 ~ 18:00<br />
주말, 공휴일 10:00 ~ 18:00<br /><br />
※ 비수기 12:00 ~ 14:00(2시간) 안양한라 아이스하키단 연습훈련 진행",
2365617,"7,100명",없음,없음,없음,,031-389-5228,,주차 가능,,홈페이지 및 전화 예약 요망,,"지하 2층, 지상 4층",대관시간 06:00 ~ 24:00,
1859317,,없음,없음,없음,,종합운동장 주경기장 031-389-5220,,주차 가능,,대관신청 및 강습신청은 홈페이지에서 가능,,,,
131343,,없음,없음,없음,,031-389-5234~5,실내수영장 : 정기휴장일을 제외한 날<br />실외수영장 : 매년7월초~8월말<br />(정확한 시기는 홈페이지 공지),,,,"(실내) 매월 둘째, 넷째 일요일",,"실내수영장<br />
평일 06:00~21:00, 일·공휴일 09:00~18:00<br />
야외수영장<br />
09:30~18:00",
131263,,없음,없음,없음,,"대표전화 031-460-3301<br />
예약문의 1577-9727",,주차 가능,,"홈페이지 : <a href=""http://www.golfsamsung.com/"" target=""_blank"" title=""새창 : 안양컨트리클럽 홈페이지로 이동"">http://www.golfsamsung.com/</a><br />
전화 문의 : 1577-9727","매주 월요일(월요일이 법정 공휴일일 경우에는 개장하며, 다음날인 화요일 휴장)",,,
131565,,없음,없음,없음,,031-592-6060~4,,주차 가능,무료,"전화 문의 평일(031-592-6060~4), 주말(031-590-5555~6)<br />
홈페이지 <a href=""http://www.yangjucc.co.kr/"" target=""_blank"" title=""새창 : 양주컨트리클럽 홈페이지로 이동"">http://www.yangjucc.co.kr/</a>",,,일출부터 일몰때까지,
131563,,없음,없음,없음,,"양지 파인골프클럽 031-338-2001~4<br />
골프예약실 031-329-9500~3",,주차 가능,무료,"홈페이지 : <a href=""http://www.pineresort.com/leisure/golf01.asp"" target=""_blank"" title=""새창 : 양지 파인골프클럽 안내 페이지로 이동"">http://www.pineresort.com/leisure/golf01.asp</a> <br />
전화 문의 : 평일 031-329-9500~3 / 주말 02-515-1020~1",,27홀,일출부터 일몰때까지 (남코스 9Hole Light 시설),
523118,,없음,가능,없음,,양지월드스키 031-338-0222,,주차 가능,,전화 문의 031-338-0222,동절기 무휴,,,
131554,,없음,가능,없음,,"양지파인리조트 031-329-9443<br />
눈썰매장 매표소 031-329-9455",,주차 가능,,,,,"주간 09:00 ~ 17:00<br />
야간(금,토,공휴일 전날) 18:30 ~ 21:30<br />",
131130,,없음,가능,없음,,양지파인리조트 031-338-2001,,주차 가능,,"전화 문의 031-338-2001<br />
홈페이지 <a href=""http://www.pineresort.com/"" target=""_blank"" title=""새창 : 양지파인리조트 홈페이지로 이동"">http://www.pineresort.com/</a>",,,,
2585388,,불가,가능,가능,5세~80세,양평 미래항공스포츠 031-774-8478,,있음(소형 30대 / 대형5대 주차 가능),무료,"전화/홈페이지 예약 가능<br />
※ 예약기간 - 사용일 1일전까지 예약 접수 가능",기상상황에 따라 다름,,,
1927142,각 시간별 22명 예약 가능,없음,없음,없음,,양평수상안전교육원 010-2046-8667,,주차 가능,,,,,"10:00 ~ 18:00 (입장마감 17:30) <br />
＊이용시간은 변동될 수 있으므로 문의 요망",
1071823,,없음,없음,없음,,양평군청 문화체육과 031-770-2458,,없음,,,,,,무료
1071818,,없음,없음,없음,,양평군청 문화체육과 031-770-2458,,없음,,,,,,무료
1071816,,없음,없음,없음,,양평군청 문화체육과 031-770-2458,,없음,,,,,,무료
1070759,,없음,없음,없음,,양평군청 문화체육과 031-770-2458,,없음,,,,,,무료
1070756,,없음,없음,없음,,양평군청 문화체육과 031-770-2458,,없음,,,,,,무료
1071836,,없음,없음,없음,,양평군청 문화체육과 031-770-2458,,없음,,,,,,무료
1947117,"1대당 4명 탑승, 동시 200명 탑승 가능",불가,가능,없음,,양평레일바이크 031-775-9911,,주차 가능,무료,"홈페이지 : <a href=""http://www.yprailbike.com"" target=""_blank"" title=""새창 : 양평레일바이크 홈페이지로 이동"">http://www.yprailbike.com</a><br />
전화 문의 : 031-775-9911",,,"09:00, 10:30, 12:00, 13:30, 15:00, 16:30, 18:00, 19:30<br />
※ 운행시간은 월별로 단축되는 기간 있음<br />
※ 1시간 30분 간격 (이용시간은 상황에 따라 변동될 수 있음)",
562326,,없음,없음,없음,,양평칠읍산밸리 031-772-4824,,,,,,,09:00~18:00,
131303,,없음,가능,없음,,한화리조트 031-772-3811,,주차 가능,,,,,,
2507486,400명 수용가능,없음,가능,없음,24개월 이상,사계절썰매장 031-560-1560~1,,주차 가능,무료,전화 문의 031-560-1560,월요일,,"10:00~18:00, 약 2시간 이용",
131427,,없음,없음,없음,,"어천낚시터 031-291-3665, 294-1113",,,,031-291-3665,,"주면적 - 75,000평",,
682380,,없음,없음,없음,,031-581-1300,,주차 가능,무료,,연중무휴,,시설별로 상이함,
557269,,없음,없음,없음,,에어로마스터 화성비행장 031-356-2023,,,,"홈페이지 : <a href=""http://www.aeromaster.co.kr"" target=""_blank"" title=""새창 : 에어로마스터 홈페이지로 이동"">http://www.aeromaster.co.kr</a><br />
전화 문의 : 031-356-2023",,,,
524278,,없음,가능,없음,,에어타임 031-511-9959,,주차 가능,,전화 문의 031-511-9959,동절기 무휴,,,
562400,,없음,없음,없음,,엑스라이프(X-LIFE) 0507-1355-9901,,,,"* 예약  : 최소 일주일 이전에 전화예약 (인원, 시간)<br />
* 예약금 : 1인당 20,000원 / 예약계좌로 입금하시면 영업시간 이후 확인하여 예약완료 메세지 발송<br />
* 환불<br />
- 예약일 2일전 예약취소시 100% 환불조치<br />
- 예약전날 및 당일 취소시, 우천으로 인한 취소시 환불 불가<br />
- 일시변동은 예약 3일 전까지 한번에 한함",,,,
2661427,,없음,없음,없음,,031-884-9089,,,,,,,,
131439,,없음,없음,없음,,"031-886-2200, 4147",,주차 가능,,"전화 문의 031-886-2200, 4147<br />
홈페이지 <a href=""http://www.천문대.kr"" target=""_blank"" title=""새창 : 여주청소년수련원 홈페이지로 이동"">http://www.천문대.kr</a>",연중무휴,,,
2548521,최대 66명,없음,가능,불가,,여주카라반 02-2002-9847,,주차가능,,"예약 홈페이지(<a title=""새창 : 홈페이지 예약으로 이동"" href=""https://booking.naver.com/booking/3/bizes/151944"" target=""_blank"">https://booking.naver.com/booking/3/bizes/151944</a>) 또는 전화문의(02-2002-9847)",,약 4110평 (토지 포함),입실 15:00 ~ 퇴실 익일 11:00,
131261,,없음,없음,없음,,031-883-7000,,주차 가능,,"전화 문의 031-880-0123~4 <br />
홈페이지 <a href=""http://www.yeojoocc.co.kr"" target=""_blank"" title=""새창 : 여주컨트리클럽 홈페이지로 이동"">http://www.yeojoocc.co.kr</a>","명절 연휴 (설,추석 휴장)","380,810평",전화문의 요망,
1750300,,없음,가능,없음,만 5세부터 가능,연천승마공원 031-834-0488,연중개장,주차 가능,,전화 문의 031-834-0488,"월요일, 국경일",,"평일 09:30 ~ 17:00 <br />
주말, 공휴일 09:00 ~ 18:00<br />
야간승마 18:00 ~ 20:00 (화요일,목요일 가능) <br />
※ 월 회원은 별도 시간 협의가능",
1199526,,없음,없음,없음,,031-582-9926,,주차 가능,,전화 문의 031-582-9926,,,,
509377,,없음,가능,없음,,오늘은 눈 031-637-9692,,주차 가능,,전화 문의 031-637-9692,동절기 무휴,,,
131609,,없음,없음,없음,,올림픽컨트리클럽 031-962-0101,,주차 가능,무료,"홈페이지 : <a href=""http://www.olympicgolf.co.kr"" target=""_blank"" title=""새창 : 올림픽컨트리클럽 홈페이지로 이동"">http://www.olympicgolf.co.kr</a><br />
전화 문의 : 031-962-0101",,"9홀 36파, 12만평, 코스전장 - 3,335YARD",이용시간은 접수상황에 따라 상이함,
523679,,없음,가능,없음,,와우스키 031-637-1999,,주차 가능,,전화 문의 031-637-1999,동절기 무휴,,,
2546506,최대 140명(일 수용),불가,가능,불가,,왕송호수캠핑장 031-8086-7371,2018년 4월 18일,의왕자연학습공원 공영주차장(438대 주차가능),"1시간당 1,000원(투숙객 차량 1대 무료)","*예약방법, 이용수칙 등은 홈페이지 참고(<a title=""새창 : 예약방법,이용수칙 홈페이지로 이동"" href=""http://uiwangpark.uuc.or.kr/"" target=""_blank"">http://uiwangpark.uuc.or.kr/</a>)",매월 첫번째 월요일,"면적 11,340㎡",입실일 14:00~ 퇴실일 다음날 11:00,없음
131283,,없음,없음,없음,,용담낚시터 031-322-7860,3월 ~ 10월,,,,,,,
2499840,,없음,없음,없음,,용인시 농촌테마과 031-324-4054,,,,,,,,
2666534,,없음,없음,가능,,031-324-4167,,,,,연중무휴,,상시개방,무료
1062205,,없음,가능,없음,,용인레저스포츠 031-336-0504,매년 여름시즌 개장,주차 가능,,전화문의 : 031-336-0504,,,,
2660539,,없음,없음,없음,,용인 공원녹지과 공원운영팀 031-324-4675,,,,,연중무휴,,,무료
1908140,,없음,가능,없음,,"용인에코어드벤처 1588-5219, 031-335-9682",,주차 가능,"경형: 성수기 및 주말 1,500원 / 평일 1,000원<br />소형.중형: 성수기 및 주말 3,000원 / 평일 2,000원<br />대형: 성수기 및 주말 5,000원 / 평일 3,500원",,,,"하절기(3월~10월) 09:20~ 17:00 <br>동절기(11월~2월) 09:20 ~ 16:00<br>9:20, 17:00는 토요일, 일요일만 운영","개인: 일반 2,000원 / 청소년.군인 1,000원 / 어린이 600원<br>단체: 일반 1,600원 / 청소년.군인 　800원 / 어린이 400원<br>＊단체는 20인 이상, 어린이는 만 7세 ~ 만 12세, 청소년은 만13세 ~ 19세, 일반은 만20세 ~ 만64세<br>　주민등록상 용인시 거주지인 경우 입장료 무료"
131864,,없음,없음,없음,,031-332-3323,,주차 가능,무료,"전화 문의 031-332-3323<br />
홈페이지 <a href=""http://www.yongincc.com"" target=""_blank"" title=""새창 : 용인컨트리클럽 홈페이지로 이동"">http://www.yongincc.com </a>",,"6,807yds",,
1845517,,가능,가능,불가,"전연령 가능(단, 보호자 미동반시 이용에 제약이 있을 수 있음)",원마운트 1566-2232,,주차 가능,유료,전화 문의 1566-2232,연중무휴,,"주중 10:00 ~ 18;00<br />
주말 10:00 ~ 19:00",
1199331,,없음,없음,없음,,웨이크베이리조트 1577-4290,,주차 가능,,1577-4290,,,,
578814,,없음,없음,없음,,윈체스트 골프클럽 031-678-9000,첫 Tee-off 05:00 이후 / 마지막 Tee-off 19:30 이전,"＊주차장 이용 <br />주차는 자가주차를 시행하고 있으며, 손님께서 직접 주차장에 주차하여 주시기 바람.<br />귀중품은 차량에 보관하기 보다는 프론트에 맡겨 주시고, 귀가 시 차량 트렁크에 실려있는 캐디백(Caddie Bag)이 정확한지 확인하시기 바람",,,기상 상황에 따라 휴장,"면적 - 827,677㎡<br />필드 
- 18홀 72파 (7,026yds)<br />클럽하우스 - 6,630㎡/ 지상 3층",,
131157,,없음,없음,없음,,유네스코평화센터 031-638-9051,,주차 가능,,,연중무휴,,,
131438,,없음,없음,없음,,031-582-9788,,주차 가능,,전화 문의 031-582-9788,연중무휴,,,
131938,,없음,가능,없음,만15세~만50세 / 체중 40kg~115kg,031-704-6266,,,,,"매주 월요일, 신정, 현충일, 설·추석연휴 (동절기 폐장)",,"3~11월: 10:00~17:30<br>
4~7월, 9~10월 : 10:00~18:00<br>
 7월25일~8월31일&nbsp;: 10:00~19:00<br> ※ 기상상황에 따라 변동될&nbsp;수 있음",
131660,,없음,없음,없음,,"대표전화 031-335-8255~6<br />
예약문의 031-336-3600~1",,주차 가능,무료,"홈페이지 : <a href=""http://www.ehscc.co.kr"" target=""_blank"" title=""새창 : 은화삼컨트리클럽 홈페이지로 이동"">http://www.ehscc.co.kr</a><br />
전화 문의 : 031-336-3600~1",,"18홀 / 6,474m (스코어카드 첨부) 코스레이팅(71.7) / 28만평",,
2546531,시간당 수요 가능 인원: 30명,불가,가능,불가,만 8세이상 이용가능,의왕스카이레일 031-8086-7372,2018년 04월 18일,의왕자연학습공원 공영주차장(438대 주차가능),"1시간당 1,000원(주차감면: 탑승자 1회 4시간 이내 30%)",당일 현장 발권,매월 첫번째 월요일,"L=350m, 3라인 (타워높이 41m)","* 하절기(3월~10월) 09:00~18:00
* 동절기(11월 ~ 2월) 10:00~17:00",없음
131150,,없음,없음,불가,,031-828-9501,,주차 가능,,전화 문의 031-828-9501,수영장 매주 일요일 휴관,,,
452707,,없음,없음,없음,,"실내빙상장 031-828-4855, 031-837-6688",,주차 가능,,"031-828-4855, 031-837-6688","명절(설, 추석)연휴, 시설정비의 날(매월 마지막주 월요일), 빙상대회로 인한 휴관시 사전 공지","면적 4,625㎡",10:00 ~ 17:50 (월요일~일요일),
577694,,없음,없음,없음,,이스트밸리 031-760-3800~1,,주차 가능,,"＊예약접수<br />
전화번호 
031-760-3838~9<br />
팩스번호 031-760-3840~1<br /><br />
※ 자세한 예약안내는 <a href=""http://www.eastvalley.co.kr/"" target=""_blank"">홈페이지</a> 
&gt; 이용안내 &gt; 예약안내 <br />참조 바람",별도 공지(기상 악화시 휴무),"1,543,334㎡ (466,858평)",,
131352,,없음,없음,없음,,031-880-9000,,주차 가능,무료,"전화 문의 031-880-9000<br />
홈페이지 <a href=""http://www.ipo-cc.co.kr"" target=""_blank"" title=""새창 : 이포컨트리클럽 홈페이지로 이동"">http://www.ipo-cc.co.kr</a>",연중무휴 (폭설 및 폭우시 휴장),총면적 - 32만 7천평,,
131669,,없음,없음,없음,,일동레이크 골프클럽 031-539-5900,,,,"홈페이지 : <a href=""http://www.ildonglakes.co.kr"" target=""_blank"" title=""새창 : 일동레이크 골프클럽 홈페이지로 이동"">http://www.ildonglakes.co.kr</a><br />
전화 문의 : 031-539-5900",,총면적 - 34만평,,
131284,,없음,없음,없음,,"연천군청 문화관광체육과 031-839-2061, 2147",,,,,,,,
762653,,없음,없음,없음,,031-8078-8028~9,,주차 가능,,"* 자라섬 캠핑장 예약확인 및 종합안내 : 031-8078-8028~9<br />
* 인터넷 예약제로 운영<br /><a href=""http://www.jaraisland.or.kr/"" target=""_blank"" title=""새창 : 자라섬오토캠핑장 홈페이지로 이동"">http://www.jaraisland.or.kr/</a>",연중무휴,,"숙박시설(캐라반B,캐라반C)<br />
- 당일 15:00 ~ 다음날 11:00<br />
캠핑시설(캐라반사이트A, 캐라반사이트B, 오토캠핑장)<br />
- 당일 15:00 ~ 다음날 12:00",
131350,,없음,없음,없음,,031-887-7700,,주차 가능,,"전화 문의 031-887-7700~1 <br />
홈페이지 <a href=""http://www.jayucc.co.kr"" target=""_blank"" title=""새창 : 자유컨트리클럽 홈페이지로 이동"">http://www.jayucc.co.kr</a>","연중무휴 (폭우, 폭설시에만 휴장)","18홀(7,049야드), 33만평",,
681561,,없음,가능,없음,,장비좋은집 031-762-7375,,주차 가능,,전화 문의 031-762-7375,동절기 무휴,,,
131658,,없음,없음,없음,,"대표전화 031-400-2500 <br />
예약문의 031-400-2516",,주차 가능,무료,"홈페이지 : <a href=""http://www.jaeil-cc.co.kr"" target=""_blank"" title=""새창 : 제일컨트리클럽 홈페이지로 이동"">http://www.jaeil-cc.co.kr</a><br />
전화 문의 : 031-400-2516",,총면적 - 44만평,,
681615,,없음,가능,없음,,준스키 010-8762-4139,,주차 가능,,"전화 문의 010-8762-4139<br />
홈페이지 <a href=""http://junski.modoo.at"" target=""_blank"" title=""새창 : 준스키샵 홈페이지로 이동"">http://junski.modoo.at</a>",동절기 무휴,,,
131835,,없음,가능,없음,,중부눈썰매장 031-763-2752,,주차 가능,무료,,,,※ 전화문의 031-763-2752,
