contentid,discountinfofestival,playtime,program,sponsor1tel,sponsor2tel,age_limit,reservation_place,start_date,end_date,place,festival_grade,place_guide,spend_time,organizer,host,sub_event,use_fee
2647367,,주중 : 10:00 ~ 17:00 / 주말 : 10:00 ~ 18:00,,1688-8511,1688-8511,제한 없음,,20200425,20200717,스파밸리 네이처파크,,,,스파밸리,,,"종일권 - 대인 : 18,000원 소인 : 16,000원"
2615356,,주중:10:00 ~ 19:00 / 주말: 10:00 ~ 20:00,,1688-8511,1688-8511,,,20200926,20201101,스파밸리 네이처파크,,,,스파밸리,,,"종일권 - 대인 : 18,000원 소인 : 16,000원"
2640589,,주중 : 10:00 ~ 18:00 / 주말 : 10:00 ~ 18:00,,1688-8511,1688-8511,제한 없음,,20191228,20200216,스파밸리 네이처파크 ‘풀제이드',,,기간 내 자유,스파밸리,,,"종일권 - 대인 : 18,000원 소인 : 16,000원"
2398167,,2019.10.13,,053-663-2183,053-663-2183,전 연령대 가능,,20191013,20191013,서구 일대,,,기간 내 자유,대구광역시 서구,,,무료
1846905,,13:00~15:00,,053-659-4283,053-659-4283,전연령 가능,,20190928,20190929,대구 화원동산 사문진 나루터,,,약 2시간,달성군,달성문화재단,,무료
2392105,,종일,,053-659-4292,053-659-4292,전연령 가능,,20200904,20201004,강정보 디아크 광장,,,기간내 자유,달성군,달성문화재단,,무료
2640252,,21:00-00:30,,053-803-3733,053-803-3733,전 연령 가능,,20191231,20200101,국채보상운동기념공원 (달구벌대종 및 종각네거리),,,기간 내 자유,대구광역시,대구문화재단,,무료
2563715,,2019.10.25(금)-26(토),,053-213-0723,053-213-0723,전 연령 가능,,20191025,20191026,"안지랑곱창골목&앞산카페거리, 대명공연거리",,,10시간,대구광역시 남구,희망뱅크,,"무료, 일부 유료"
583144,,,,1544-1850,1544-1850,9월 9일 수성아트피아 공연 7세 이상(미취학아동 입장불가),,20200923,20200926,온라인개최,,,기간내자유,대구국제재즈축제 조직위원회,,,홈페이지참고
2377784,,,,leess@krifi.re.kr,,전연령 가능,,20201123,20201129,온라인개최,,,기간내 자유,대구광역시,한국패션산업연구원,,무료
2551329,,,,053-629-4424,053-629-4424,영화마다 상이,"네이버, 다음, yes24, 인터파크티켓",20200819,20200829,오오극장,,,영화마다 상이,대구경북독립영화협회,제19회 대구단편영화제 집행위원회,,홈페이지 참고
1841569,,2019.09.26 ~ 2019.09.29,"[개막행사]<br>
 - 녹색환경탐구관 마당<br>
<br>
 [전시행사] <br>
 - 도시농업 주제 조형물<br>
 - 도시농업 모델관<br>
 - 팜아트 <br>
 - 패밀리 옥상 쉼터<br>
 - 곤충생태 관찰<br>
 - 시민참여텃밭 전시<br>
 - 허브농장<br>
 - 도시농업박람회 포토존<br>
<br>
 [도시농업 기업관]<br>
 - 장소: 산업기계운전 실습장<br>
<br>
 [참여마당]<br>
 - 배추모종ㆍ허브화분 나눔 이벤트, 기업관, 현장 선착순 옥수수 미로, 수확 체험, 옥수수미로밭 (사전접수/현장접수) 도시농부 과일빙수체험, 답작실 1층 (사전접수) 도시텃밭놀이터<br>
- 기업관 좌측 (사전접수) 허브농장체험, 허브농장 (사전접수) 자연 속 힐링 타임 “환경체험물 만들기”, 자연관찰학습관 2층 체험실 (사전접수) <br>
<br> ※위 모든 행사는 주최측의 사정에 의해 변경될 수 있으며, 일부 행사는 추후 업데이트※",053-601-5240,053-601-5240,연령제한없음,"<a href=""http://ua-daegu.com"" target=""_blank"" title=""새창:대한민국도시농업박람회 홈페이지로 이동"">http://ua-daegu.com</a>",20190926,20190929,대구농업마이스터고,,"* 지하철 : 2호선 신매역 2번 출구<br />
* 버스 : 309, 349, 403, 449, 609, 724, 849, 909, 937, 939, 509, 649, 840, 990, 991, 100",약 2~3시간,대구광역시,EXCO,"- 왕초보 도시농부 학교, 비닐하우스 (사전접수) 로컬푸드 농특산물 직거래장터, 가전지 앞 제4회 대구생활화훼디자인경진대회 및 작품전시, 원형잔디밭 위 도시농업콘서트ㆍ매직쇼 <br />
- 녹색환경탐구관 앞마당 9.7(금)~9(일) 찾아가는 힐링 숲 <착한꽃집 아저씨가 들려주는 꽃과 나무 이야기> <대구MBC FM 모닝쇼 감태나무쌤이 들려주는 숲과 함께 살아라>(일정은 박람회 홈페이지 참고)",무료
1749217,,2019.10.28~2019.11.11,,053-803-7270,053-803-7270,전연령 가능함,,20191028,20191111,대구수목원,,"* 지하철<br />- 1호선 종점 대곡역(3번출구)에서 내릴때 (도보 20분 소요)<br />- 
2호선 이용할 경우 반월당역에서 1호선으로 환승<br /><br />* 버스 <br />- 일반 : 600번, 623번, 650번, 651번, 655번, 달서3, 달성1, 달성2<br />- 
좌석 : 706번, 649번<br />&nbsp;<br>
* 기차<br />- 동대구역 하차 -&gt; 지하철이용 : 대곡역에서 내림 (1호선 종점역) -&gt; 도보 20분 소요<br />- 
대구역 하차 -&gt; 지하철이용 : 대곡역에서 내림 (1호선 종점역) -&gt; 도보 20분 소요<br />        버스이용 
: 651번 유천교에서 내림 -&gt; 도보 20분 소요<br /><br />* 승용차<br />- 구마고속도로, 화원IC 
(서울,부산, 기타) &nbsp;:<br /> 대구방향(4Km) → 지하철 1호선 대곡역(유천교)에서 우회전 → 
삼성레미안아파트뒤 → 대구수목원&nbsp;<br /><br />- 북대구IC (부산, 기타) : <br />&nbsp;&nbsp;신천대로 
→상동교에서 우회전 →앞산순환도로 →상화로 →유천교 500m전반 (좌회전) →삼성레미안아파트 
뒤 → <br />&nbsp;&nbsp;대구수목원<br>",관람시간 자유,대구수목원,,,무료
1402074,"온라인 사전등록 신청(<a href=""http://www.colorfulfood.co.kr"" target=""_blank"" title=""새창: 홈페이지로 이동"">http://www.colorfulfood.co.kr</a>) ~6.1까지 접수",2019.11.21-11.24,,"053-601-5213, 5214","053-601-5213, 5214",전연령 가능함,,20191121,20191124,㈜엑스코 1층 전시장,,"* 
자가용 : 북대구 I.C(안동, 칠곡방향으로 진입) -&gt; 동변동(우회전) -&gt; 산격대교 -&gt; 종합유통단지 -&gt; EXCO <br />* 비행기 : 대구국제공항에서 택시로 10분거리<br />
* 기 &nbsp;&nbsp;차 : 동대구역에서 버스937번(소요시간 35분) 또는 택시(소요시간 20분) 이용<br />
* 버 &nbsp;&nbsp;스 : 고속버스터미널에서 버스937번(소요시간 35분) 또는 택시(소요시간 20분) 이용
<br />* 버 &nbsp;&nbsp;스 : 305(간선일반), 323, 323-1(간선일반), 503(간선일반), 623(간선일반), 653(간선일반), 937(간선일반)<br>",기간내자유,대구광역시,"㈜엑스코, (사)한국외식업중앙회 대구광역시지회","[체험관]<br />
- 타르트만들기, 저염쌈장만들기, 페이퍼토이만들기, 벽화드로잉<br /><br />
[학교홍보관]<br />
- 대구지역 학교의 음식관련 학과 참가, 관련 학과에서 진행되는 교육과정, 체험행사 진행<br /><br />
[농산업미래관]<br />
- 대구농업기술센터, 안동파파야농장 등 5개 기관 및 업체가 참가하여 체험 및 시식행사 진행<br /><br />
[무대행사]<br />
- 7개국 푸드쇼, 요리연구가와 함께하는 푸드강좌, 와인디캔딩 시연, 전시장 라인투어 퍼포먼스 등","5,000원"
1084051,,2019.09.17~2019.11.01,,053-606-6333,053-606-6333,연령제한없음,,20190917,20191101,대구콘서트하우스 그랜드홀,,,공연마다 다름,한국음악협회 대구광역시지회,한국음악협회 대구광역시지회,,공연마다 다름
2559027,,2019.11.09~2019.11.10,"가위바위보대회, 내가만든보자기(내만보) 콘테스트, 3국 문화공연, 체험.전시",053-803-3632,053-803-3632,,,20191109,20191110,코오롱야외음악당,,,,대구광역시,(재)대구문화재단,"보자기로 만나는 삼국문화 : 보자기 작품. 제험전, 보자기 경연대회, 국내 동아시아교류도시 참여",무료
2034152,,,,053-980-7900,,전 연령 가능,,20191003,20191006,동화사 약사여래대불 일원,,,기간 내 자유,팔공총림 동화사,,,무료
2398164,,2019.10.13,,053-663-2183,053-663-2183,전연령대가능,,20191013,20191013,구민운동장,,,,대구광역시 서구,대구광역시 서구문화원,,무료
2375225,없음,행사마다 상이함,,053-666-4223,053-666-4223,모든 연령(일부 행사는 연령 및 대상 제한 있음),,20201023,20201029,온라인개최,,,행사마다 상이함,대구 수성구청,대구 수성구청,,무료(일부 부스에서 체험비 있음)
2641128,,2019.12.20~2020.01.12,,문화체육과 053-666-2163,문화체육과 053-666-2163,전 연령 가능,,20191220,20200112,수성못 일대(두산오거리-상화동산-수성못),,,기간 내 자유,대구시 수성구청,대구시 수성구청,,무료
2566870,,10:00~18:30,,053-601-5452,,전 연령 가능,,20191206,20200228,대구 엑스코 3층,,,기간 내 자유,,,,"대인 : 15,000원<br>
소인 : 10,000원"
2666783,,오후3시~오후7시,,053)255-5123,,,,20200829,20200829,김광석 다시그리기길 야외무대공영장,,,,대구광역시 중구청,대구광역시 중구문화원,,무료
2580323,,이월드 홈페이지 참고,,053-620-0001,,전 연령 가능,,20200101,20200301,이월드,,,기간 내 자유,이월드,,,"이월드 홈페이지 참고<br>
(할인정보: <a href=""http://www.facebook.com/eworld.dg"">www.facebook.com/eworld.dg</a>)"
1971931,"이월드 페이스북 참고 <a href=""http://www.facebook.com/eworld.dg"" target=""_blank"" title=""새창: 이월드페이스북으로 이동"">http://www.facebook.com/eworld.dg</a>",2019년11월16일 ~ 2020년3월1일,,053-620-0001,053-620-0001,전 연령 가능,,20191116,20200301,"이월드, 83타워 전역",,,기간 내 자유,이월드,,,"종일 자유이용권(어른) 42,000원<br>종일 자유이용권(청소년) 37,000원<br>종일 자유이용권(어린이) 32,000원<br>야간 자유이용권(어른) 28,000원<br>야간 자유이용권(청소년/어린이) 26,000원<br>자세한 내용은 홈페이지 참고"
2605266,,이월드 홈페이지 참고,,053-620-0001,,전연령가능,,20200430,20200621,이월드 동물농장 내 수국정원,,,기간내자유,이월드,,,홈페이지 참고
2385656,,이월드 홈페이지 참고,,053-620-0001,,전연령가능,,20200711,20200830,이월드,,,,이월드,,,이월드 홈페이지 참고
2557798,,이월드 홈페이지 참고,,053-620-0001,053-620-0001,,,20200905,20201130,이월드,,,,이월드,,,이월드 홈페이지 참고
2543970,,2019.5.4~6.23,,053-620-0001,053-620-0001,전연령 가능,,20190504,20190623,"이월드, 83타워 전역",,,기간내 자유,이월드,,,"이월드 홈페이지 참고(<a href=""http://www.eworld.kr"" target=""_blank"" title=""새창: 이월드 홈페이지로 이동"">http://www.eworld.kr</a>)"
2498459,,이월드 홈페이지 참고,,053-620-0001,,,,20200627,20200830,이월드,,,,이월드,,,이월드 홈페이지 참고
2562396,,이월드 홈페이지 참고,,053-620-0001,053-620-0001,,,20201009,20201101,이월드,,,,이월드,,,이월드 홈페이지 참고
2352050,,,,053-666-2162,053-666-2162,전연령,,20200101,20200101,천을산 정상(고산초교 뒷산),,,1시간,대구광역시 수성구,(재)수성문화재단,,무료
2491235,,,,053-651-5028,053-651-5028,전연령 가능,,20200801,20200801,대구 코오롱 야외 음악당 외,,,기간내 자유,대구 예총,대구 예총,,무료
1842092,,10:00 ~ 20:00,,053-980-7956,053-980-7956,전 연령 가능,,20191003,20191006,동화사 경내,,,기간 내 자유,"대구광역시, 동화사",팔공산 승시축제 봉행위원회,,무료
2487990,,,,062-223-0410,062-223-0410,전연령 가능,,20200918,20201114,온라인개최,,,,"광주광역시, 광주문화재단",(재)광주광역시 광주문화재단,,무료
2614198,,,,ACE Fair 사무국 062-611-2246,ACE Fair 사무국 062-611-2246,전연령 가능,,20201105,20201108,김대중컨벤션센터,,,기간 내 자유,문화체육관광부 광주광역시,"김대중컨벤션센터, 한국콘텐츠진흥원, 대한무역투자진흥공사, 광주정보문화산업진흥원, 광주디자인센터, 한국케이블TV방송협회",,홈페이지 참고
1749929,사전등록시 무료입장,2020. 11. 12. ~ 11. 15.,,062-611-2213,062-611-2213,전 연령 가능,"<a href=""http://www.foodshow.kr/user/reg_visit"" target=""_blank"" title=""새창: 광주국제식품전 예매 홈페이지로 이동"">http://www.foodshow.kr</a>",20201112,20201115,광주광역시 김대중컨벤션센터,,"[자가용]<br />동림IC 진입 - 빛고을로 이용 - 빛고을로 종료 지점으로부터 100m 정도 직진 후 우회전 - 천변도로와 합류 - 천변도로를 타고 직진 - 김대중컨벤션센터 안내 교통 표지판이 나타남 - 이후부터는 이 교통표지판을 참고(10분 소요)<br /><br />[비행기]<br />
광주공항에서 택시이용(약 10분 소요)&nbsp;<br /><br />[버스]<br />
광주고속버스터미널에서 버스 상무64,일곡38, 518 번 또는 택시(약 15분 소요)이용<br />
<br />
[기  차]<br />
1) 광주역에서 버스 상무64, 일곡38, 518번, 상무02, 상무62, 대촌27,대촌69, 송정19, 송정39, 송암73, 첨단20번 또는 택시(약 30분소요) 이용<br />2) 송정역에서 버스 상무 02번 또는 택시 (약 10분 
소요) 이용<br>",2~4시간,광주광역시,"김대중컨벤션센터, 광주ㆍ전남지방중소벤처기업청, KOTRA(대한무역투자진흥공사)",,홈페이지 참고
2608888,,,,062-608-8828,,전연령가능,,20200703,20200704,온라인개최,,,프로그램별상이,광주광역시 동구,광주광역시 동구,,무료 (일부 유료)
2561750,,,,062-608-4114,062-608-4114,전연령 가능,"현장판매 : 광주비엔날레전시관, 국립아시아문화전당전시관",20210226,20210509,"광주비엔날레 전시관, 국립아시아문화전당 전시관",,,기간내 자유,(재)광주비엔날레,광주광역시,,홈페이지 참고
604097,,행사기간 내 상시가능,,062-613-3955,062-613-3955,전연령가능,,20201102,20201122,온라인개최,,,기간내자유,광주광역시,광주세계김치축제위원회,,무료
2660242,,,,062-670-8525,,,,20201016,20201018,전통문화관,,,,"광주광역시, (재)전통문화관",,,
2617344,,10:00 ~18:00,,062-611-2145,062-611-2145,전 연령 가능,"홈페이지 사전에매, 현장예매",20191102,20191103,김대중컨벤션센터 1층 다목적홀,,,기간 내 자유,광주광역시,"제 31보병사단, 북구청, 김대중컨벤션센터, 대한드론협회",,무료
2388270,,09:30~18:00,,062-226-2733~4,062-226-2733~4,전체,,20191018,20191018,국립아시아문화전당,,,프로그램 별 1시간~2시간,광주광역시,"전남대학교 산학협력단(유라시아연구소), 전남대학교 인문역량강화 사업단, 국립아시아문화전당, 아시아문화원",,
2561711,,2019.10.17~2019.10.19,,062-366-0884,062-366-0884,음주 : 19세 이상은 성인확인부스에서 확인절차예정,,20191017,20191019,광주광역시 서구 양동복개상가 및 양동시장 일원 / 6번도로,,,기간 내 자유,"광주광역시, 중소벤처기업지원청","양동복개상가상인회, 양동시장상인회, 양동복개연합 지역선도시장 육성사업단",,부스별상이
2625314,,14:00 ~ 18:00(공연프로그램 14:00~15:30),,영산강문화관 안내데스크 061-335-0866,영산강문화관 안내데스크 061-335-0866,전 연령층,,20191001,20191031,영산강문화관 승촌공원 일원,,,프로그램별 상이,"K-water, 워터웨이플러스 영산강문화관",워터웨이플러스 영산강문화관,,무료 (*체험시 티셔츠가격 유료)
1697586,,,,062-521-0731,,전연령 관람가능,,20200918,20200921,"국립아시아문화전당 예술극장, 광주향교, 5.18기념문화센터, 빛고을시민문화관, 광주문화예술회관, 임방울국악진흥회 판소리체험장",,,,광주광역시,(사)임방울국악진흥회,,
2493133,,15:00~21:00,,062-670-5751,062-670-5751~3,전연령 가능,,20191019,20191020,5·18 민주광장 및 국립아시아문화전당 일대,,,기간내 자유,광주광역시,광주문화재단,,무료
2616108,,9월 26일 17:00~25:00<br>9월 27일 17:00~25:00<br>9월 28일 13:00~25:00<br>9월 29일 13:00~22:00,,070-4880-2678,070-4880-2678,,,20190926,20190929,"부산 부산진구 서면문화로 32 3,4층 스콜",,,,스콜,,,"온라인 티켓 : 23,000원<br>정가 : 33,000원"
2615383,,10:00 ~ 13:00(9시20분까지 집결),,"낙동강문화관 (연락처) 051-292-1042, 사하구건강가정지원센터 (연락처) 051-203-4588","낙동강문화관 (연락처) 051-292-1042, 사하구건강가정지원센터 (연락처) 051-203-4588",전연령 가능,,20190928,20190928,을숙도 및 낙동강문화관 일원,,,기간 내 자유,"사하구건강가정지원센터, 워터웨이플러스 낙동강문화관","사하구건강가정지원센터, 워터웨이플러스 낙동강문화관","식전공연, 걷기행사, 무료체험 및 공연, 경품추첨, 먹거리 등",
2660151,,,,051-600-4062,,,,20200430,20200530,광복로 및 광복중앙로 일대,,,,"부산시불교연합회, 부산시중구불교연합회",,,
1519721,,06:30~08:00,,051-610-4112,051-610-4112,전연령 가능,,20200101,20200101,수영구문화센터 앞 광안리해수욕장 백사장,,"<b>지하철 </b><br />부산역에서 
승차 ⇒ 서면역에서 2호선 환승⇒광안역,금련산역 하차 <br /><br /><b>시내버스</b><br />20, 38, 39, 40, 41, 42, 51, 62, 83, 83-1, 108-1, 131, 139, 155, 1001, 1003<br /><br /><b>시외버스 
<br /></b>부산터미널 (노포동) 051-508-9955<br />서부시외버스터미널 (사상) 051-508-9955<br />광안리해수욕장 
운행버스 20,38,39,40,41,42,51,62,83,83-1,108-1,131,139,155,1001,1003 <br /><br /><b>시티투어버스 
</b><br />운행방향 : 해운대방향 승차 ⇒ 광안리해수욕장 <br />운행시간 : 1일 12회 
40분간격 운행(첫차 09:20, 막차 16:40) (약 1시간 40분소요)<br />운행요금 : 성인10,000, 
소인5,000원 <br />운행노선 : 부산역광장⇒UN기념공원⇒부산박물관⇒ 광안리해수욕장⇒누리마루⇒<br />     해운대(아쿠아리움)⇒ 
해운대역⇒벡스코⇒광안대교⇒UN기념공원⇒부산역광장<br />홈페이지 &nbsp;: <A href=""http://www.citytourbusan.com/"" 
target=_blank>http://www.citytourbusan.com</A><br /><br />",기간내자유,수영구,수영구,,무료
1566776,,,,"서구청 문화관광과 051-240-4064~4, 부산서구문화원 051-231-4085",051-240-4064~5,전연령 가능함,,20191009,20191009,구덕야영장 일원,,"* 버스 : 구덕운동장 하차 → 마을버스(1번)<br />* 
지하철 : 동대신동역, 서대신동역 하차 → 마을버스(1번)<br />* 마을버스(1번)노선 
: 구덕운동장, 동대신동역, 서대신동역에서 꽃마을 간 운행",기간 내 자유,부산광역시 서구,부산서구문화원,,무료
639951,,10:00 ~ 18:00,,02-6203-4001,02-6203-4001,,,20191114,20191117,벡스코 BEXCO,,"자가용 
이용시<br /> * 부산역 출발<br />&nbsp;&nbsp;부산역 → 중앙로 → 초량교차로 → 제1지하차도 
→ 충장고가교 → 망미교가교 → 좌수영교 → 충렬로 → BEXCO<br /><br />* 남포동 출발<br />&nbsp;&nbsp;남포동 
→ 서구암남동 → 구덕로 → 중앙로4거리 → 충장고가교 → 망미교가교 → 좌수영교 
→ 충렬로 → BEXCO<br /><br />* 김해공항 출발<br />&nbsp;&nbsp;김해공항 → 서부신삼거리 
→ 서부산IC → 동서고가도로 → 황령터널 → 망미고가교 → 좌수영교 → 충렬로 
→ BEXCO<br /><br />* 서울 출발 : 서울특별시 → 경부고속도로 → 구서IC → 원동IC 
→ BEXCO<br /><br />* 대구 출발 : 대구광역시 → 경부고속도로 → 구서IC → 원동IC 
→ BEXCO<br /><br />* 마산, 창원 출발 : 창원시 → 14번국도 → 동창원IC → 미남교차로 
→ 안락지하차도 → BEXCO<br /><br>",기간내 자유,한국게임산업협회,"지스타조직위원회, 부산정보산업진흥원","게임 컨퍼런스(G-CON), 게임기업 채용박람회, 게임 투자마켓, 대한민국 게임대상, e스포츠행사 등",미정
2661307,,10:00-22:00,,051-790-9414,,,,20200723,20200725,영화의전당,,,,부산광역시,국제해양영화제 조직위원회,,무료
1389527,,14:00~22:00,,051-610-3222,051-610-3222,"어린이, 청소년, 시민 누구나 참가가능",,20191005,20191005,금련산청소년수련원 일원,,"* 지하철 &nbsp;2호선 금련산지하철역<br /><br />* 
순환버스운행<br />- 운행시간 : 2011. 10. 8(토) 16:30~22:30<br />- 운행구간 : 지하철 2호선 금련산지하철역 6번 
출구 앞 ⇔ 수련원 정문(15분 간격)<br>",약 5시간,"부산광역시, 금련산청소년수련원",,,무료
2633830,,10:00 ~ 16:30,,051-990-7262,051-990-7262,전 연령 가능,,20191128,20191130,영화의전당 소극장,,,기간 내 자유,영상물등급위원회,,,무료
2576983,야구용품 구매비 10%~40% 할인,(축제) 10:00 ~ 18:00 / (경기) 08:00 ~ 20:00,"1. 리틀부 야구경기 / 2. 엘리트부 야구경기 / 3. 사회인부 야구경기 / 4. 여자부 야구경기 / 5. 실버-장애인부 야구경기
6. 야구체험 테마공원 / 7. 명예의전당 프리뷰쇼 / 8. 베이스볼 스킬캠프 / 9. 야구 투어버스 / 10. 야구체험 학습교실
11. 야구용품 박람회 / 12. 야구선수 팬포럼 / 13. 야구 발전포럼 / 14. 야구장 콘서트",051-635-2555,051-635-2555,전연령가능,,20191118,20191201,기장-현대차 드림 볼파크,,,기간내자유,기장군,㈜오투에스앤엠 / 스포츠동아 / 기장군의회 / 부산광역시야구소프트볼협회,"1. 푸드트럭 존 / 2. 지역 특산물 존 / 3. 스포츠모델 컨테스트 / 4. 엘리트 소양교육 / 5. 홈런 레이스
6. 야구 골든벨 / 7. 치어리더 대회 / 8. 스템프 렐리 / 9. 야구 포토존 / 10. 야구직업 체험교실
11. 야구인 후원의 밤 / 12. 사회인 리그 대표자 회의",무료
2563486,,,,1644-4001,1644-4001,전 연령 가능,,20191019,20191020,신세계사이먼 부산 프리미엄 아울렛 특별 행사장,,,기간 내 자유,기장 쪽파 영농 조합법인,,,"해물파전 5,000원"
2019366,,,,051-760-1130,051-760-1130,각 행사별 상이함 (홈페이지 참고),각 행사별 상이함 (홈페이지 참고),20200821,20200830,"부산 광안리해수욕장, 항 영일대해수욕장 등",,,각 행사별 상이함 (홈페이지 참고),"해양수산부, 포항시",(사)한국해양레저네트워크,,홈페이지 참고
2636606,,11:00 ~ 18:00,,051-775-2000,051-775-2000,전 연령 가능,,20191129,20191201,아세안문화원,,,기간 내 자유,한국국제교류재단 아세안문화원,한국국제교류재단 아세안문화원,,무료
1813386,,,,051-740-7821,051-740-7821,연령제한없음,,20190919,20190920,벡스코 등 부산시 일원,,,기간내자유,부산광역시,"부산관광공사, 벡스코, 관광컨벤션포럼",,무료
1800674,,,,051-310-3002,051-310-3002,전연령 가능함,,20200328,20200328,부산 사상구 삼락동 생태공원 일원,,"[기차로 오실 때] (부산역하차)<br />

- 버 스<br />

* 1001번(좌석) → 에덴공원역 (138-1번환승) → 삼락강변공원역 하차<br />

* 1001번(좌석) → 서대시장역 (123번환승) → 삼락강변공원역 하차<br />

* 1001번(좌석) → 괴정초등학교역 (126, 123번환승) → 삼락강변공원역 하차<br />

- 지하철<br />

* 1호선 → 동대신역 (서대시장역 123번환승) → 삼락강변공원역 하차<br />


<br />[비행기로오실 때] (김해공항에서)<br />

- 일반 버스 <br />

* 307번 → 대저소방파출소역 (123번환승) → 삼락강병공원역 하차<br />

* 307번 → 북구청역 (126번환승) → 삼락강병공원역 하차<br />

* 마을버스 13번 → 하단교차로역 (123, 126번환승) → 삼락강병공원역 하차<br />


<br />
[시외버스로 오실 때]<br />

○ 노포동 종합버스터미널<br />

- 버 스<br />

* 148번 → 덕천지하철역 (126번환승) → 삼락강변공원역 하차<br />

- 지하철<br />

* 1호선 → 연산동역 (3호선환승) → 구포역 (123번환승) → 삼락강변공원역 하차<br />


○ 사상 서부시외버스터미널<br />

- 버 스<br />

* 138-1 → 르네시떼역 (123, 126) → 삼락강변공원역 하차<br />

- 지하철
<br />
* 2호선 → 덕천역 (3호선환승) → 구포역 (123번환승) → 삼락강변공원역 하차 &nbsp;",,삼락동 벚꽃축제추진위원회,삼락동 벚꽃축제추진위원회,,무료
2556700,9월 15일까지 홈페이지 사전등록시 무료관람,2020. 10. 23 ~ 25,,02-551-0102,02-551-0102,,,20201023,20201025,벡스코,,,,"한국이앤엑스, 한국의료기기공업협동조합, 한국의료기기산업협회, KNN",,,사전등록시 무료 / 현장등록시 5천원
141274,,,,051-744-7707,051-744-7707,전연령 가능,,20201012,20201108,"조선통신사 역사관, 한성1918 등 부산 전역",,,자유,부산문화재단,,,홈페이지 참고
762182,,,,051-583-2470,,전연령가능,,20201205,20201206,벡스코 신관,,,기간내자유,에스이테크노(주),,,"[개인]<br>6,000 원 (5세 이상 동일)<br><br>[단체]<br>20명 이상의 단체일 경우 10명당 입장권 한 장 무료 지급<br>(20명 입장료로 22명 입장 가능, 당일 매표소 문의)"
2602843,,10:00-16:00,,051-714-4138,,7세이상가능,,20190607,20190609,영화의전당,,,기간내자유,"(재)영화의전당, ㈜비더블류씨, ㈜제이와이드코리아, 비욘드더플랜","(재)영화의전당, ㈜비더블류씨, ㈜제이와이드코리아, 비욘드더플랜, ㈜팩토리엔",,입장료 무료<br>영화관람 등 일부 프로그램 유료
2666899,,,,051-723-8318,,,,20200918,20200922,벡스코 제1전시관 3B홀,,,,새벽전람,,,무료
1399532,,2019.10.25~2019.10.27,,051-240-4062,051-240-4062,전연령 가능,,20191025,20191027,부산송도해수욕장 일원,,,기간내자유,"부산광역시 서구, 대형선망수산업협동조합",부산서구문화원,"[체험부스]<br />
- 고등어 캐릭터 샵, 고등어 토탈 공예, 고등어 우드버닝 등 고등어 테마 체험부스<br /><br />
[판매부스]<br />
- 수산기업 홍보관, 고등어 푸드코트, 고등어사랑 송도점, 고등어빵·고짱 판매코너 등",무료
141844,,,,051-742-9600,051-742-9600,,,20200827,20200831,부산 영화의전당,,"버 &nbsp;&nbsp;스 : 5, 31, 36, 38, 40, 39, 63, 100-1, 100, 115-1, 139, 141, 200-1번 <br />
지하철 : 2호선 센텀시티역 하차",기간내자유,(사)부산영화인협회,부산국제단편영화제 조직위원회,,
1032770,,,,051-626-7002,051-626-7002,만 36개월 이상,,20201124,20201129,"영화의전당, 해운대 구남로 및 이벤트 광장 일대",,,2시간 내외,부산국제매직페스티벌 조직위원회,"후원:부산광역시, 해운대","마술 저작권 보고 캠페인, 버스킹 공연, 딜러부스 등",
142099,,,,051-868-7881~2,051-868-7881~2,무료공연: 전연령가능 / 유료공연: 만 7세이상,,20200911,20200913,"해운대 해수욕장 특설무대, 영화의전당 하늘연극장",,"* 버스<br />
&nbsp; 1) 동서울터미널(지하철 2호선 강변역) - 부산 노포동터미널 (부산지하철 1호선 노포역) - 서면역에서 2호선 환승하거나, 연산역에서 3호선 환승하여 수영역에서 다시 2호선 환승 - 해운대역에서 하차<br />
&nbsp;  2) 동서울터미널(지하철 2호선 강변역) - 해운대시외버스터미널 (부산지하철 2호선 해운대역) (5시간 30분 소요)<br /><br />

* 기차<br />
&nbsp; 서울역 - 부산역 하차 - 해운대행 시내버스 이용",프로그램별상이,부산광역시,(사)부산국제무용제조직위원회,,날짜별 상이
1125485,,,,02-588-2489,02-588-2489,연령제한없음,,20200617,20200620,부산 BEXCO 제 1전시장,,,기간내자유,"부산광역시, 한국보건산업진흥원, 한국식품안전관리인증원","(사)한국외식산업협회, Qingdao Qishenglong Business Co., Ltd., T&D Korea,",,"5,000원(사전등록 시 무료)"
1762055,,,,051-806-1004,051-806-1004,전연령 가능,,20201203,20201207,벡스코 제2전시장,,"* 지하철<br />
지하철 2호선 센텀시티 역 1번출구 하차 → BEXCO :100m<br />
<br />
* 버 스<br />
1) 남포동, 부산역 경유 - 5-1, 40, 139, 140, 302 번<br />
2) 서면 경유 - 5, 5-1, 31, 31-1, 63, 141, 142 번<br />
3) 동래 경유 - 31-1, 100,100-1, 200-1, 235, 307, 2002번<br />
4) 사상 경유 - 31, 31-1, 200-1번<br />
5) 해운대역 - 5, 63, 2002, 235, 100, 100-1, 31, 31-1, 182 번<br />
6) 기타 - 100, 100-1(부산대), 115, 115-1(반송), 142(연제구), 155(용당), 182(기장), 235(사직), 240(하단), 2002(노포동)<br>",2시간 이상,(사)케이아트국제교류협회,(사) 케이아트국제교류협회,,홈페이지 참고
