contentid,capacity,baby_carriage,credit_card,pet,age_range,guide,info_center,open_date,parking,rest_date,season,use_time,cultural_heritage,natural_heritage,archival_heritage
2614721,,없음,없음,없음,,,부산국가지질공원 051-888-3636,,,,,,0,0,0
304811,,없음,없음,없음,,,051-467-2390,,주차 가능,연중무휴,,,0,0,0
1608711,,없음,없음,없음,,,051-607-4064,,,,,,0,0,0
309293,,불가,없음,불가,,,051-508-4707,,없음,연중무휴,,,0,0,0
126799,,불가,없음,불가,,,051-441-6565,1997년 5월 22일,주차 가능,연중무휴,,24시간,0,0,0
127149,,없음,없음,가능,,,051-790-7400,1999년 10월 16일(부마민주항쟁 20주년 기념일),있음,연중개방,,,0,0,0
2614723,,없음,없음,없음,,,진구청 051-605-4091,,,,,상시,0,0,0
126148,,불가,없음,없음,,,051-508-3122,,있음,연중무휴,,,0,0,0
309338,,불가,없음,불가,,,051-553-7771,,있음,연중무휴,,,0,0,0
1607242,,없음,없음,없음,,,051-646-6461,,10대,,,,0,0,0
252563,,없음,없음,없음,,,부산종합관광안내소 051-253-8253,,,,,,0,0,0
1935608,,없음,없음,없음,,,051-515-5811,,,,,,0,0,0
1997221,,없음,없음,없음,,"시간 : 09:00 ~ 16:00(시작시간 기준)<br />
장소 : 감내골 행복발전소, 감내어울터<br />
대상 : 유치원,초중고,일반시민,단체 등<br />
<br />
※ 감천문화마을 안내센터(Tel. 051-204-1444 / 070-4485-7405)<br />
※ 인터넷 : 홈페이지 체험신청 바로가기 <br />
※ 입주작가 프로그램의 경우 작가에게 직접 문의해 주세요.",051-204-1444,,,,,"※ 마을의 경우 연중무휴로 관람 가능하지만 실제 주민의 거주공간이므로 조용하고, 질서있는 관람 요망",0,0,0
231945,,없음,없음,없음,,,051-554-4263,,,,,,0,0,0
1960614,,없음,없음,없음,,,051-441-3121,,,,,,0,0,0
2504464,,없음,없음,불가,,,051-247-9900,,주차 가능,,,"12월~3월 : 09:00 ~ 22:00<br />
7월~8월 : 09:00 ~ 23:00<br />
4월~6월,9월~11월 : 일~목요일 및 공휴일 09:00 ~ 22:00 / 금,토요일,공휴일 전날 09:00 ~ 23:00<br />
※ 운영시간 일시변경 : 2020년 6월 9:00~21:00/2020년 7,8월 10:00 ~ 22:00(한시적 운영)",0,0,0
126122,,없음,없음,없음,,,051-240-4126,,있음(17개소/670대),,,09:00 ~ 18:00,0,0,0
1607286,,없음,없음,없음,,,051-440-4064,,,,,,0,0,0
128829,,불가,없음,없음,,,051-240-4538,,주차 가능,연중무휴,,,0,0,0
126120,,없음,없음,없음,,,051-220-4525,,,연중개방,,,0,0,0
2456837,체험 당 10~100명,없음,가능,불가,연령 제한 없음,"백 스테이 투어, 영화제작교실, 스마트 영상제작, 영화편집마술, 영화읽기",Tel: 051-780-6000,,있음 (소형 501면),연중무휴,,"영화 상영 시간 마다 상이, 영화전문자료실 10:00~19:00",0,0,0
128828,,불가,없음,없음,,,051-749-5600,,,연중무휴,,상시가능,0,0,0
1960620,,없음,없음,없음,,,,,,,,,0,0,0
126856,,없음,없음,없음,,,051-860-7800,,있음 (110면),연중무휴,,"* 충혼탑
- 하절기(3월~10월) 09:00 ~ 18:00<br />
- 동절기(11월~2월) 09:00 ~ 17:00<br />
<br />
* 광복기념관<br />
- 하절기(3월~10월) 09:00 ~ 18:00<br />
- 동절기(11월~2월) 09:00 ~ 17:00<br />
<br />
* 주요참배행사<br />
- 신년참배 : 매년 1월 1일 07:00 ~ 11:00<br />
- 현충일참배 : 매년 6월6일 07:00 ~ 11:00 <br />
- 국군의 날 : 매년 10월 1일 07:00 ~ 09:00<br />
- 경찰의 날 : 매년 10월21일 08:30 ~ 09:00<br />
- 정기참배 : 매월1일 06:00 ~08:30",0,0,0
1608662,,없음,없음,없음,,,051-441-6565,,,,,,0,0,0
127151,,없음,없음,없음,,,"해운대 관광안내소 051-749-5700<br />
부산역 관광안내소 051-441-6565",,없음,,,,0,0,0
2660770,,없음,없음,없음,,"매월 20일 전후 프로그램 공지, 부산광역시 통합예약 신청<br />
문의 전화 051-976-2831~3",051-976-2831~3,,,,3월~12월,,0,0,0
128697,,없음,가능,불가,,,051-743-2500,,선착장 주차가능 (만차인경우 유료주차장 이용),화요일,,"1항차(11:00~12:10)<br />
2항차(13:30~14:40)<br />
3항차(15:30~16:40)<br />
4항차(19:00~20:20)<br />
5항차(21:30~22:30)<br />
※ 5항차(계절항차)는 필히 운영여부 확인후 이용",0,0,0
128695,동백88호 123명 / 동백89호 123명 / 동백7호 153명,불가,가능,불가,,,1688-3353,,공영주차장 이용,,,"09:00~일몰시까지(40~50분 간격으로 운항)<br />
※ 기상상황이나 현장사정에 따라 변동 가능",0,0,0
128164,,없음,없음,없음,,,051-780-0077,,,,,"경관조명 이용시간<br />
<br />
(1~4월, 11~12월)<br />
평일 : 일몰~24:00<br />
주말 : 일몰~익일 02:00<br />
<br />
(5~6월, 9~10월)<br />
평일 : 일몰~익일 01:00<br />
주말 : 일몰~익일 02:00<br />
<br />
(7~8월)<br />
평일주말 : 일몰~익일 02:00",0,0,0
252562,,불가,없음,없음,,,부산 중구청 051-600-4000,,,,,24시간 이용,0,0,0
126147,,불가,없음,불가,,,051-626-4337,,있음,연중무휴,,,0,0,0
2663341,,없음,없음,없음,,,051-850-6000,,유료 주차장,연중무휴,,05:00~24:00,0,0,0
126119,,없음,없음,가능,,,051-860-7848,,,어린이대공원 산책 보행로 연중 무휴,,공원 내 순환도로 및 산책로 연중 개방,0,0,0
2668973,,없음,없음,불가,,,051-731-0098~9,,소형/대형 주차 가능,연중무휴,,"일-금요일 : 10:00 - 22:00 (입장마감 21:30)<br />
토요일 : 10:00 - 23:00 (입장마감 22:30)",0,0,0
2554068,,없음,없음,없음,누구나,"전시 : 영화 역시, 영화학교, 영화공작소, 영화축제, 영화놀이동산, 영화마을, 
영화의 전당 등<br />
체험 : 하이테크 시네마(AR체험)",051-715-4200~1,,있음,월요일,,화·일 10:00~18:00 (월요일 휴무),0,0,0
2381553,,없음,없음,없음,누구나,"견학 스튜디오 : 부산영화촬영스튜디오<br />
견학 가능 시간 : 일반인 견학 매주 금요일 14:00 ~ 17:00<br />
견학 문의 : 스튜디오운영 담당자 051-7200-323<br />
소개내용 : 부산영상위원회 연혁 및 활동사항, 스튜디오 시설에 대한 소개<br />
소요시간 : 30분",051-720-0323,,인근 공영주차장 이용,,,월~금 09:00~18:00 (견학 매주 금요일 14:00 ~ 17:00 / 단체 일정 협의),0,0,0
1608673,,없음,없음,없음,,,051-635-7113,,,,,,0,0,0
2554121,,없음,없음,없음,학생 단체,"·견학 프로그램 : KORAIL-TDX(Train Doctor eXperience)</br>
  - 문화체험 : 철도차량 역사 및 안전체계 소개</br>
  - 진로체험 : 기관사, 차량검수 직무</br>
·체험 프로그램 : 차량정비공장 견학<br>
·신청방법 : http://info.korail.com/mbs/www/index.jsp > 고객지원 > 철도체험학습장",TEL: 051-895-3780,,있음,,,협의 후 결정,0,0,0
1277679,,없음,가능,불가,,,051-661-9393~4,,있음,연중무휴,,11:00~20:00 (발권마감 19:30),0,0,0
2643387,,없음,없음,없음,,,051-519-4423,,,,,,0,0,0
2537253,시간당 80명 수용가능,불가,가능,불가,만 8세 이상,,브이알존 엘큐브 광복점 070-4106-3348,2018년 02월 06일,없음,연중무휴,,11:00~21:00,0,0,0
2650232,,없음,없음,없음,,,051-749-5700,,,,,,0,0,0
127150,,없음,없음,없음,,,051-808-7111,,주차 가능,연중무휴,,,0,0,0
1338947,,없음,없음,가능,,,051-303-0048,,있음(공영주차장),연중무휴,,24시간,0,0,0
2470024,"개인 2명이상, 단체 20명이상부터 가능",없음,없음,없음,누구나,프로그램별 상이,051-412-5468,,있음 (약 18대 주차가능),"설, 추석 당일 휴관",,,0,0,0
1046349,,없음,없음,없음,,,051-605-4091,,,,,,0,0,0
318338,,불가,없음,없음,,,051-302-5657,,주차 가능,연중무휴,,,0,0,0
128053,,불가,없음,불가,,,051-803-7573,,주차 가능,연중무휴,,,0,0,0
319563,,불가,없음,불가,,,051-635-3744,,있음,,,,0,0,0
689931,,없음,없음,불가,,"* 도자기 체험<br />
체험학습 : 도자기 상식/도자기의 기법/도자기의 구분과 이름/도자기와 임진왜란/도자기의 길/도자기와 정신문화 <br />
<br />
※ 예약제로 운영",소름요 051-722-0018,,,,,,0,0,0
1607335,,없음,없음,불가,,,051-253-8253,,,연중무휴,,,0,0,0
129093,,없음,없음,없음,,,암남동 주민센터 051-240-6661,,,,,,0,0,0
2614725,,없음,없음,없음,,,부산국가지질공원 051-888-3636,,,,,,0,0,0
129597,,없음,없음,없음,,,051-749-5800,,주차 가능,연중개방,,24시간,0,0,0
126080,"140,000명",없음,없음,없음,,,051-749-7612,,있음,연중무휴,,09:00 ~ 18:00,0,0,0
1942253,,없음,없음,없음,,,,,,,,,0,0,0
126858,,불가,없음,없음,,,051-609-6310,,주차 가능,연중무휴,,,0,0,0
127771,,없음,없음,불가,,,051-610-4372,,있음(공영주차장),,상시,상시,0,0,0
702551,"1,500명",없음,가능,불가,,,1668-2850,2009년 3월 3일,신세계백화점 주차장 이용,월 1회 휴관(백화점 휴무일),,06:00~23:00,0,0,0
128108,,불가,없음,없음,,,1577-0880,,"24시간 무료개방 운영 <br />
※ 단, 사업용 차량 (버스, 화물차 등)은 밤샘주차 불가",,,,0,0,0
1940193,,불가,없음,가능,,,부산종합관광안내소 051-253-8253,,"있음(소형, 대형 가능)",없음,,없음,0,0,0
767084,,가능,가능,불가,,,1588-1234,,"있음(4,000대)",연중무휴,,"* 백화점<br />
- 정상영업 11:00~20:00<br />
- 연장영업 11:00~20:30<br />
- 식당가 영업 11:00~21:30(주문마감 21시까지) 백화점 9F/ 몰 4F/ 몰3F 피에프창<br />
- 스파랜드(1F) 06:00~23:00<br />
- 골프레인지(11F) 06:00~22:00<br />
<br />
* 센텀시티 몰<br />
- 면세점(B1-1F) 11:00~18:00 매주 일/월요일 휴점<br />
- 키자니아(몰 4F) 9:00~19:30",0,0,0
2661446,,없음,없음,없음,,,051-419-4531,,,,,,0,0,0
2385686,,없음,없음,없음,,생태문화숲체험 <br />,051-721-9183,,,매주 월요일 휴무,,9시 ~ 18시 (입장마감 16시 30분),0,0,0
2661452,,없음,없음,없음,,,051-709-4000,,주차가능,,,,0,0,0
337415,,불가,없음,불가,,,,,주차 가능,,,,0,0,0
337435,,불가,없음,불가,,,051-303-7586,,,연중무휴,,,0,0,0
2669544,,없음,없음,가능,전 연령,,부산종합관광안내소 051-253-8253,,주차가능,연중무휴,,,0,0,0
337442,,불가,없음,없음,,,051-632-0546,,주차 가능,연중무휴,,,0,0,0
129157,,없음,없음,없음,,,051-405-1201,,,"매주 월요일, 1월 1일, 추석, 설날, 기타 운영상 휴관이 불가피 한 경우",,,0,0,0
2606221,,없음,없음,없음,,,051-419-4044,,,연중무휴,,,0,0,0
129197,,없음,없음,없음,,,1670-8114,,,,,도개시간 : 14:00~14:15 (1일 1회 도개),0,0,0
337532,,불가,없음,없음,,,051-754-2210,,주차 가능,,,,0,0,0
1942237,,없음,없음,없음,,,051-440-4064,,,"공휴일, 주말",,,0,0,0
129155,,없음,없음,없음,,,부산관광안내소 051-607-6395,,,연중무휴,,,0,0,0
1940208,순차적 입장 / 한번에 120명 이상 입장 금지,불가,없음,가능,,,해파랑길 관광안내소 051-607-6395,2013년 10월 18일,"있음(소형, 대형 가능)","연중무휴 (단, 우천 및 강풍 시 또는 시설  개보수 시 휴무 / 설날,추석 당일 12:00~18:00)",,"개방시간 : 09:00~18:00 (입장마감 17:50)<br />
<br />
※ 기상상황에 따라 이용 제한",0,0,0
126088,,없음,없음,없음,,,부산국가지질공원 051-888-3636,,,,,,0,0,0
128134,,불가,불가,불가,,,051-610-4067,,있음,연중무휴,,04:00~20:00,0,0,0
1608716,,없음,없음,없음,,,051-550-4081,,,,,,0,0,0
2605602,,없음,없음,없음,,,051-970-4066,,,,,,0,0,0
1957694,,없음,없음,가능,,,051-600-4082,,"백화점과 국제시장, 자갈치시장 등에 81개 주차장 이용 가능",,,,0,0,0
126121,,없음,없음,없음,,,용두산공원 051-860-7820,,있음 (대형버스가 가능),연중무휴,,연중개방,0,0,0
346661,,불가,없음,불가,,템플스테이,051-313-3300,,주차 가능,연중무휴,,,0,0,0
347229,,불가,없음,없음,,,051-721-0123,,주차 가능,연중무휴,,,0,0,0
1945300,,불가,없음,가능,,,051-469-9818,,없음,매주 월요일,,10:00~19:00,0,0,0
127974,,없음,없음,가능,,"[생태체험 프로그램]<br>- 참가대상 : 초등학생 
이상 동반 가족<br>- 참가방법 : 홈페이지 사전예약(2주일전 10:00부터 예약 가능), 
참가비 입금(5일전까지)<br>- 체험내용 : 탐조체험, 딱정벌레 관찰, 수서곤충 관찰, 
나비관찰, 메뚜기관찰, 야간탐사, 봄꽃관찰, 수생식물 관찰, 생태계 교란 식물관찰, 
연꽃관찰, 염생식물관찰, 린네이야기, 갯벌체험, 습지탐방, 버드나무관찰, 야생동물 
진료체험, 을숙도 야생동물이야기, 하구답사, 생태판화만들기, 갈대체험, 생태공예, 
어류관찰, 세밀화그리기, 유목으로 생물만들기<br><br>[단체 맞춤형 프로그램]<br>- 
참가대상 : 20명 이상 유아, 학생, 일반인 단체<br>- 운영일 : 화~일요일(공휴일, 휴관일 제외)<br>- 
신청방법 : 홈페이지 사전 예약(10일전), 참가비 입금(5일전까지)<br>- 프로그램<br>자연체험 
: 하구답사, 탐조체험, 식물관찰, 곤충관찰<br>교구체험 : 조류부리 비교하기, 
조류알 비교하기, 야생동물 족적뜨기, 생물목재퍼즐 맞추기<br><br>&gt;&gt; <a href=""http://wetland.busan.go.kr/renew/01travel/04_01.jsp?PageNum=1&SubNum=4"" target=""_blank"" title=""체험안내 사이트로 이동"">자세히 
보기</a>",051-209-2031,,있음(에코센터 공영주차장/을숙도 공영주차장),,,08:00~20:00,0,0,0
1945309,제한없음,불가,없음,가능,,,051-888-3636,,"있음(소형, 대형 가능)",,,,0,0,0
126098,,없음,없음,없음,,,051-709-4000,,,,,09:00~18:00,0,0,0
1939570,,없음,없음,없음,,,051-709-4084,,있음,,,09:00~18:00,0,0,0
126830,,없음,없음,가능,,,051-440-4064,,있음,,,,0,0,0
2606204,,없음,없음,없음,,,051-220-4502,,,연중무휴,,,0,0,0
2614727,,없음,없음,없음,,,051-851-7851,,,,,상시,0,0,0
126831,,불가,없음,없음,,,051-727-2393,,주차 가능,연중무휴,,일출시~일몰시,0,0,0
1082315,,없음,없음,불가,,,스포원파크 1577-0880,,있음,"매월 둘째, 넷째 월요일",,"평일 : 예약고객 이용가능<br />
토·일·공휴일 : 11:00, 13:00, 14:00, 15:00",0,0,0
126195,,없음,없음,불가,,,051-625-0625,,주차 가능,연중무휴,,"하절기(5~9월) 09:00~18:00<br />
동절기(10~4월) 09:00~17:00<br />
※ 30분전까지 입장",0,0,0
1805965,,불가,없음,가능,,,051-441-3121,,없음,상점마다 다름,,상점마다 다름,0,0,0
252561,,불가,없음,없음,,,051-419-4064,,,,,상시 가능,0,0,0
479856,,없음,없음,없음,,,051-517-5300,,,연중무휴,,,0,0,0
662756,,없음,가능,불가,,,조방해수탕 051-645-0005,,있음,연중무휴,,"사우나 : 04:00~23:00<br />
헬스 : 06:00~22:00<br />
샤워실 : 22:20 까지",0,0,0
129631,,불가,없음,불가,,,051-610-4067,,있음(공영주차장),,,,0,0,0
2663155,,없음,없음,없음,,,부산관광안내 1330,연중무휴,,,,,0,0,0
662862,,없음,가능,불가,,,중앙해수랜드 051-622-8899,,주차 가능,연중무휴,,05:00~24:00,0,0,0
482063,,없음,없음,없음,,,051-727-3547,,장안사 주차장 이용,연중무휴,,,0,0,0
482123,,불가,없음,불가,,,051-271-2774,,있음,연중무휴,,,0,0,0
129602,,없음,없음,없음,,,051-253-8253,,주차 가능,,,상시 가능,0,0,0
2607943,,없음,없음,없음,,,051-749-5700,,,,,,0,0,0
2605916,,없음,없음,없음,,,051-441-3121,,,,,,0,0,0
1942239,,없음,없음,없음,,,051-465-0533,,,,,,0,0,0
126194,,불가,불가,불가,,"[충렬사 단체관람 프로그램 안내]<br />
* 기념관 문화해설 : 연중 -> 매일3회(11:00/13:30/15:30) / 20분 소요 / 기념관 내 유물 등 해설<br />
* 문화해설사와 함게하는 충렬사 이야기(단체 20명 이상 신청시) : 연중 - > 월~금(10:00~17:00) / 60분 소요 /<br />
충렬사 경내 문화재(건물, 유물 등) 해설 <진행순서 : 정문 -> 송상현공 명언비 -> 소줄당 -> 본전 -> 의열각 -> 기념관 -> 정문<br />
※ 신청대상 : 40인 이하 단체(초등학교 이상)<br />
※ 신청방법 : 충렬사 홈페이지<br />
※ 문의전화 : 051-888-7218~9",051-888-7211,,주차 가능,연중무휴,,"하절기(4~9월) 09:00~21:00<br />
동절기(10~3월) 09:00~20:00<br />
* 본전 및 기념관 등의 관람 시간 : 09:00~18:00",0,0,0
1607389,,없음,없음,없음,,,051-888-7211,,,,,,0,0,0
2656194,,없음,없음,없음,,,051-441-3121,,,,,,0,0,0
2496023,어린이 800명 + 성인 800명 동시수용 (1부/2부 기준),가능,가능,불가,,,1544-5110,2016-04-08,있음,연중무휴 (휴장시 공식홈페이지를 통한 사전 공지 예정),,"* 5시간권 : 입장~5시간 이용<br />
* 오후권 : 오후 3시~ 저녁 7시30분<br />
* 종일권 : 오전 10시 ~ 저녁 7시30분",0,0,0
569584,,없음,가능,없음,,,곤포유람선 051-405-2900,,공영주차장 이용,,,"오전9시 ~ 오후6시(당일 기상상태에 따라 변동)<br />
평일 : 30분~40분 간격<br />
주말 : 20분~30분 간격<br />
※ 당일 기상에 따라 변동",0,0,0
1608611,,불가,없음,없음,,,051-403-7775,,"* 입구 주차장 (65면, 중·대형버스 주차)<br />
* 신설 주차장 (405면, 승용차 주차)<br />
※ 운영시간 : 09:00~18:00 (그 외 시간 무료주차) / 11:00~20:00 (수연주차장)",,,"주간 09:00 ~18:00<br />
야간 18:00 ~22:00",0,0,0
126658,,가능,없음,없음,,,051-888-3636,,"* 정문입구 주차장 (26면, 버스전용 주차)<br />
* 제7주차장 (402면, 승용차 주차) <br />
* 제7주차장-2 (411면, 승용차 주차)<br />
* 자유랜드 주차장 (114면)",,,04:00 ~ 24:00,0,0,0
127752,,없음,가능,불가,,,051-404-9001,,있음,,,"[찜질방] 24시간<br />
[사우나] 04:00~24:00",0,0,0
1608751,,없음,없음,없음,,,051-405-2626,,있음,연중무휴,,,0,0,0
128036,,없음,없음,불가,,,051-721-2231,,주차 가능,,,매일 12:00~21:00,0,0,0
2578683,545명,불가,가능,불가,,"출항이벤트<br />
체험이벤트(타투그리기, 캔들만들기 등)<br />
메인공연(색소폰 연주, 미디어 매직쇼, 승무원 공연, 등)<br />
노래자랑<br />
불꽃 놀이와 선상 댄스",팬스타 페리여객팀 1577-9996,2004년 12월,있음 (부산항국제여객터미널),정기휴항일,,"하절기 (3~10월)   17:00~09:30(익일)<br />
동절기 (11월~2월) 16:30~09:30(익일)<br />
현해탄크루즈 15:00~09:00(익일)",0,0,0
128055,,불가,없음,가능,,,051-607-4542,2001년 10월,"있음(소형, 대형 가능)",연중무휴,,"유엔기념공원: 연중무휴(9:00 ~ 18:00 / 동절기 17:00 이후 입장 불가)<br />
유엔평화기념관: 10:00~18:00(매주 월요일 휴관)",0,0,0
126848,,없음,없음,없음,,,051-722-7744,,주차 가능,연중무휴,연중무휴,"05:00~일몰시<br />
※ 약사전과 방생터는 24시간 가능",0,0,0
127004,,없음,없음,없음,,,051-749-5700,,"백화점과 아울렛, 해운대해수욕장 등 134개 주차장 시설 이용 가능",,,,0,0,0
126674,,불가,없음,가능,,,051-749-5700,,,연중무휴,,,0,0,0
987810,,없음,없음,없음,,,051-749-7621,,있음,연중무휴,,24시간,0,0,0
1927807,"2,000명",없음,가능,불가,,,051-701-0391,,있음,연중무휴,,24시간,0,0,0
126108,"동시수용 2,000~3,000명",없음,가능,불가,,,051-740-7000,2006년 9월 18일,"건물내 주차장 및 타워 110대 수용, 지상 300대 이상","둘째, 넷째 일요일",,24시간,0,0,0
126081,"120,000명",불가,없음,없음,,,관광시설관리사업소 051-749-7611,,"무료주차장, 공영주차장, 민영 주차장 있음",연중무휴,,09:00 ~ 18:00,0,0,0
1608812,,없음,없음,없음,,,051-749-5700,,있음,연중개방,,상시 가능,0,0,0
2015768,500여명 수용가능,없음,가능,가능,만4세 이상,"보석비누만들기, 허브심기, 테라리움만들기, 젤리향초만들기, 냅킨아트공예 등 <br />
※ 체험은 계절 및 현지사정에 따라 변동가능함으로 전화문의",051-515-0130,2006년 06년 01일,,월요일 휴무,,"평일 10:00 ~ 17:30(입장마감 16:30)<br>
주말, 공휴일 10:00 ~ 18:30(입장마감 17:30)<br>
동절기(11월~3월) 10:00 ~ 17:30(입장마감 16:30)",0,0,0
127419,"3,000명 동시수용(남ㆍ여 별도탕)",없음,가능,불가,,,051-550-2200,,있음(200대),연중무휴,,"온천시설 : 05:30~24:00(입장 시간 23:30까지)<br />
찜질시설 : 06:30~23:00",0,0,0
486553,,불가,없음,불가,,,051-866-7771,,있음,연중무휴,,일출~일몰,0,0,0
2662531,,없음,없음,없음,,,,,,,,,0,0,0
128886,,불가,없음,불가,,"템플스테이 안내 <a href=""http://www.busanbuddhism.net/page/?pid=page0401""target=""_blank"" title=""새창: 템플스테이 "">http://www.busanbuddhism.net/page/?pid=page0401</a>",051-508-0345,,주차 가능,연중개방,,,0,0,0
2487931,,없음,없음,없음,,,051-364-4127,,,,,,0,0,0
128290,,없음,없음,없음,,,051-851-7851,,,연중무휴,,10:00~23:00,0,0,0
2661475,,없음,없음,없음,,,051-519-4081,,,,,,0,0,0
1942337,,없음,없음,없음,,,051-253-8253,,,,,,0,0,0
126814,,없음,없음,없음,,,051-752-2947,,,,,,0,0,0
128698,,없음,없음,없음,,,051-600-4041,,없음,,,,0,0,0
252564,,불가,없음,없음,,,051-419-4044,,,연중무휴,,24시간,0,0,0
127488,,없음,없음,없음,,,051-253-8523,,없음,연중무휴,,,0,0,0
2456767,,없음,없음,없음,누구나,"·프로그램 : 다양한 전시, 공연, 북콘서트, 페스티벌 등 월별 프로그램 상이</br>
- 공장 가동 당시의 내부 및 전시물 등 관람 가능 </br>
- 카페(테라로사), 서점, 복순도가, Praha993(브루어리&펍), 뜰과숲원예점 등 매장별 운영시간 상이",051-756-1963,,있음,* 업체별 휴무 안내는 F1963 홈페이지 참조,,연중 09:00~21:00(공간별 상이),0,0,0
127979,,없음,가능,불가,,,052-254-2216,,주차가능,연중무휴,,"평일 : 06:00 ~ 19:00(매표마감 18:00)<br />
주말 : 06:00 ~ 20:00(매표마감 19:00)",0,0,0
127567,,없음,없음,없음,,,052-229-7882,,,※ 기상여건에 따라 출입통제 가능,,,0,0,0
128213,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
128205,"최대 1,000명/1일",불가,없음,불가,,,간월산 자연휴양림 052-263-6644,1991년,있음,,,당일 14:00 ~ 익일 11:00,0,0,0
128022,,없음,없음,없음,,,052-239-6313,,있음,,,10:00~17:00,0,0,0
2610509,,없음,없음,없음,,,울산 관광안내소 052-277-0101,,,,,,0,0,0
1624227,,없음,가능,불가,,,052-291-5000,,있음,연중무휴,,05:00~21:00,0,0,0
772462,,없음,없음,없음,,,052-229-6350,,,,,,0,0,0
128199,,불가,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
126039,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
1910823,,없음,없음,가능,,,울산종합관광안내소 052-229-6350,,,연중무휴,,,0,0,0
297985,,불가,없음,없음,,,관음사 울산 052-211-1083,,,연중무휴,,,0,0,0
1624480,,없음,없음,없음,,"가족단위 여가문화 체험, 청소년 인성예절, 전통정신문화 체험 등",052-229-3732,,가능,,,,0,0,0
125418,"1일 600~1,000명",불가,없음,불가,,"나무기념품 제작 (목걸이, 휴대폰 고리 등)&nbsp; /&nbsp;숲해설프로그램 (야생화, 수목)<br />",052-254-2123~4,1998년 6월 18일,주차 가능,,,"[숙박시설] 당일 15:00 ~ 익일 12:00<br />
[일일개장] 09:00 ~ 18:00",0,0,0
2555756,40명,불가,가능,불가,만 4세 이상,"* 숲,숨,쉼- 호흡기건강 증진 및 스트레스 해소<br>
* 도통골, 일체유심조- 일상 스트레스 해소 및 심신건강 등진<br>
* 상큼 달콤 숲 패밀리- 가족 간 소통을 통한 관계증진<br>
* 초록색 아띠- 유아의 오감발달 및 신체건강 증진",052-255-9800,2019년 3-4월 예정,,매주 토~일요일,,09:00 ~ 18:00,0,0,0
2611135,,없음,없음,없음,,,내원암 052-238-5088,,,,,,0,0,0
298348,,없음,없음,불가,,,내원암 052-238-5088,,주차 가능,,,,0,0,0
1394298,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
127515,,없음,없음,없음,,,대왕암공원 052-209-3738,,있음,,,,0,0,0
128214,,없음,없음,없음,,,052-204-1722,,,,,,0,0,0
300745,,불가,없음,불가,,,052-287-3308,,,연중무휴,,,0,0,0
304689,,불가,없음,불가,,,052-251-0410,,,연중무휴,,,0,0,0
2610508,,없음,없음,없음,,,드라마하우스 052-700-7577,,,,,,0,0,0
127012,,불가,가능,불가,,,052-277-0101,,주차 가능,,,,0,0,0
128195,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
128215,,없음,없음,불가,,,052-247-5393,,,,,,0,0,0
1624264,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
1955821,,없음,없음,없음,,,052-229-7651,,,,,,0,0,0
128210,,없음,가능,불가,,,052-237-6666,,있음,[온천원탕] 매월 4번째 월요일<br />[가족탕] 연중무휴,,"06:00~21:00<br />
※ 매월 4번째 월요일 휴무",0,0,0
128197,,없음,없음,없음,,,052-227-0101,,주차가능,,,,0,0,0
309326,,없음,없음,불가,,,052-243-8712,,주차 가능,연중무휴,,,0,0,0
1624493,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
1624486,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
128185,,없음,없음,없음,,,052-204-0324,,,,,,0,0,0
1955823,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
126184,,없음,불가,불가,,,052-264-8900,,있음,,,일출시~일몰시,0,0,0
127422,,없음,없음,없음,,,052-277-0101,,,,,,0,0,0
128198,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
1624461,,없음,없음,없음,,,052-277-0101,,,,,,0,0,0
1824216,"2,000명 수용 가능",가능,불가,가능,,"체험 물레방아 : 테마물레방아<br />
※ 보호자 동반",052-226-4851~4,,있음(약 280대 주차 가능),연중무휴,,"제한 없음<br>
※ 유료시설물은 별도",0,0,0
1624499,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,연중개방,0,0,0
1395618,,없음,없음,가능,,,052-277-0101,,있음,연중무휴,,,0,0,0
1395801,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
128207,,불가,없음,불가,,,울주군 산림공원과 052-229-7882,,주차 가능,,,,0,0,0
322875,,불가,없음,없음,,,052-295-7522,,주차 가능,연중무휴,,,0,0,0
128187,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
1935346,,없음,없음,불가,,,052-262-5312,,있음,,,,0,0,0
1954051,,없음,없음,없음,,,052-204-0324,,,,,,0,0,0
2524188,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
