contentid,discountinfofood,lcnsno,credit_card,discount_info,rep_menu,info_center,kids_facility,open_date,open_time,packing,parking,reservation_info,rest_date,scale,seat,smoking,treat_menus
1567395,,19850086214,가능,,"슈치쿠 코스요리, 슈치쿠 정식요리",02-789-5751~2,0,2010-12-09,점심 11:30 ~ 15:00 <br /> 저녁 17:30 ~ 22:00,포장 불가,가능,"전화 예약, 온라인 예약(http://www.63restaurant.co.kr)",연중무휴,,,모두 금연석,슈치쿠 코스요리 / 슈치쿠 정식요리 / 한우 스키야키 정식 / 계절 생선 냄비 정식 / 생선회와 스시 오마카세 코스 외
1947036,,20110025575,가능,,파스타 / 화덕피자 / 스테이크,02-722-7003,0,,11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00),가능(일부 메뉴),주차 가능(3대),전화 예약 가능 (02-722-7003),명절연휴,,,모두 금연석,알리오 올리오 / 마르게리따 피자 / 안심 스테이크 / 버섯 크림 리조또 외
1515926,,20080107000,가능,,스시 정식,02-545-8422,0,,12:00 ~ 22:00,,"주차 가능 (발렛비 3,000원)",전화 예약 문의 (02-545-8422),명절,,,모두 금연석,스시 오미카세 / 스시 정식 / 사시미 코스
2544497,,20170105144,가능,,오마카세(사시미 / 스시 외),02-515-9855,0,2017년 02월 01일,17:00 ~ 22:00 (상황에 따라 변동될 수 있으므로 예약 후 방문),,주차 가능,전화 예약 문의 (02-515-9855),연중무휴,,6석,모두 금연석,
134691,,20140069782,가능,,코스요리,02-3144-7733,0,,11:30 ~ 22:00,,주차 가능,전화 예약 문의 (02-3144-7733),일요일,,,모두 금연석,코스요리 / 모둠초밥 / 꽃초밥 외
2642771,,20040025934,없음,,모듬초밥,02-2268-8775,0,,11:00-22:00,,불가,가능,일요일,,,금연,모듬초밥
2624443,,19940029264,없음,,도미머리조림,02-317-0373,0,,12:00 ~ 21:30 (브레이크타임 14:30 ~ 17:30),,,,연중무휴,,,,도미머리조림 / 장어덮밥 / 고등어소바 외
1531680,,19990107610,가능,,서프 앤 터프,02-3430-8630,0,1999년 12월,12:00 ~ 21:30 (브레이크타임 15:00 ~ 18:00),가능,주차 가능,전화 예약 가능 (02-3430-8630),연중무휴,,,모두 금연석,서프 앤 터프 / 비발디 / 로씨니 외
2653680,,20170030296,없음,,해천탕,02-2236-3382,0,,11:30-24:00(라스트오더 23:00),,,가능,,,,금연,해천탕
2496275,,20100050113,가능,,토마토 해산물 파스타,02-762-7187,0,,10:00 ~ 22:00,,,전화 예약 문의 (02-762-7187),연중무휴,,,모두 금연석,토마토 해산물 파스타 / 와플 / 피자 외
712621,,19980063506,가능,,뼈다귀감자국,02-302-8484,0,,00:00 ~ 24:00,,주차 가능,전화 예약 문의 (02-302-8484),연중무휴,,,모두 금연석,뼈다귀감자국 / 뼈해장국 외
2542180,,19990100188,가능,,김치찌개,02-577-9453,0,,업소문의요망,,,전화 예약 가능 (02-577-9453),업소문의요망,,70석,모두 금연석,"청국장,부대찌개,동태찌개,닭도리탕 등"
2642964,,20040025771,없음,,시골밥상,02-722-8883,0,,11:30-21:30,,,,연중무휴,,,금연,시골밥상
2642704,,20110025031,없음,,해물파전,02-742-8525,0,,11:00-22:00(라스트오더 21:00),,,,,,,금연,해물파전
2654172,,20110029972,없음,,팥빙수,02-310-9116,0,,11:00-23:30,,,,,,,금연,팥빙수
2597188,,20070084286,가능,,풍천민물장어,02-802-2999,0,,11:00 ~ 22:00,가능,,가능(02-802-2999),연중무휴,,,모두 금연석,활꼼장어 / 장어탕
581828,,19870098404,가능,,보리굴비 한상차림 / 산(山)정식,02-525-0987,0,,11:30 ~ 22:00 (주말 11:30 ~ 21:00),가능(일부 메뉴),주차 가능(30대),전화 예약 가능 (02-525-0986~7),명절당일,,,모두 금연석,보리굴비 한상차림 / 산(山)정식 / 홍어회 / 육회 / 보쌈 / 해물파전 외
844657,,20040100759,가능,,양꼬치,02-525-1349,0,2004년 11월 01일,16:30 ~ 01:00,가능,주차 가능,전화 예약 문의 (02-525-1349),일요일,,,모두 금연석,양꼬치 / 양갈비 / 찹쌀탕수육 / 오뎅쌀국수 / 새우볶음밥 외
667493,,19990030130,가능,,팥죽 / 팥칼국수,02-2237-6385,0,,10:30 ~ 21:00,가능(일부 메뉴),,전화 예약 문의 (02-2237-6385),일요일,,,모두 금연석,
2650018,,20180091287,가능,,숯불 닭갈비,010-2225-5991,0,,11:00 ~ 22:00,가능,,,일요일 / 명절당일,,40석,모두 금연석,숯불 닭갈비 / 닭발 / 양꼬치 / 오징어 구이 외
2654168,,19860080158,없음,,볶음밥,02-2684-7652,0,,10:00-22:00,가능,가능,가능,,,,금연,볶음밥
1325623,,20160025178,가능,,중화요리,02-735-9955,0,,10:00 ~ 22:00 (브레이크 타임 15:00 ~ 17:00),가능(일부 메뉴),,전화 예약 문의 (02-735-9955),일요일,,,모두 금연석,짜장면 / 짬뽕 / 시금치만두 / 코스요리 외 각종 중화요리
2624436,,20100025251,가능,,연포탕,02-738-9970,0,,11:30 ~ 21:30 (브레이크타임 14:30 ~ 17:00) <br />토요일 11:30 ~ 20:00,가능,에이난 미용실 건물(유료주차장),02-738-9970,일요일 / 공휴일,,,,연포탕 / 낙지꾸리 / 매생이탕 / 홍어찜 외
2653170,,19990026140,없음,,매운돼지갈비,02-747-3779,0,,"평일 11:30-24:00(라스트오더 23:00)/ 토,일요일 14:00-24:00(라스트오더 23:00)",,,,,,,금연,매운돼지갈비
581801,,20040101150,가능,,전복돌솥밥,02-3481-1696,0,,10:00 ~ 22:00,가능,주차 가능(6대),전화 예약 문의 (02-3481-1696),일요일(사전예약 시 식사 가능) / 명절연휴,,,모두 금연석,전복돌솥밥 / 굴비백반 / 게장영양돌솥밥 / 꽃게탕 / 낙지전골 / 해물탕 / 삼합 외
2365676,,20190066079,가능,,닭 한마리,02-6012-9563,0,,11:00 ~ 23:30 (일요일 11:00 ~ 23:00),가능(일부 메뉴),,전화 예약 가능 (02-6012-9563),명절연휴(전화문의),,90석 이상,모두 금연석,닭 한마리 / 얼큰 닭 한마리 / 닭칼국수 / 닭곰탕 / 닭개장 외
2653728,,19740025037,없음,,삼겹살,02-2273-1123,0,,11:00-24:00(라스트오더 23:00),,,가능,,,,금연,삼겹살
834908,,19960025807,가능,,스테이크 / 파스타,02-745-2077,0,1995년 01월 23일,11:30 ~ 00:30,가능(일부 메뉴),,전화 예약 가능 (02-745-2077),연중무휴,,,모두 금연석,스테이크 / 파스타 / 피자 외
2663518,,20030086932,가능,,순두부 / 소갈비살,02-783-0709,0,,11:00 ~ 22:00,가능,,전화 예약 가능 (02-783-0709),일요일 / 명절당일,,100석,모두 금연석,순두부 / 소갈비살 / 소금구이 / 오겹살 / 껍데기 / 들깨순두부 / 해물순두부 외
2623187,,20190106601,없음,,클린 떡볶이,02-2138-1377,0,,10:00 ~ 21:00 (주문마감 20:30),가능,주차 가능,,연중무휴,,,,클린 떡볶이 / 다시마 숙성 연어덮밥 / 호박고구마 벨루떼 / 견과류 바질 페스토 / 통밀 타코(새우/치킨) 외
2643070,,20160030121,없음,,수제맥주,02-778-0770,0,,평일 09:00-01:00 / 토요일 16:00-01:00 / 일요일 18:00 / 공휴일 16:00,,,,,,,금연,수제맥주
2653708,,19980029779,없음,,간장게장,02-2263-5554,0,,"11:00-22:00(브레이크타임 15:00-17:00, 라스트오더 21:00)일요일 12:00-21:00(브레이크타임 15:00-17:00, 라스트오더 20:00)",,가능,가능,,,,금연,간장게장
2496276,,20140050578,가능,,봉골레 스파게티,02-741-5600,0,,11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00),,,전화 예약 문의 (02-3611-7875),명절연휴,,,모두 금연석,봉골레 스파게티 / 까르보나라 스파게티 / 라자냐 / 마르게리따 피자 외
2535273,,19920039482,없음,,물닭갈비,02-457-2378,0,,11:00 ~ 23:00,,,전화 예약 문의 (02-457-2378),"첫째,셋재주 화요일, 명절 당일",,,모두 금연석,물닭갈비 / 숯불닭발
686453,,20160063514,가능,,팟타이,02-2195-4127,0,,11:30 ~ 21:30 (주말 12:00 ~ 21:00),가능,주차 가능,전화 예약 문의 (02-2195-4127),공휴일,,,모두 금연석,팟타이 / 얌운센 / 꿰떼오남 / 카우팟꿍 / 랏나탈레 외
2535455,,20130033571,가능,,단호박 라비올리,02-792-3972,0,,점심 12:00 ~ 15:00<br />저녁 18:00 ~ 23:00,가능,발렛 파킹,전화 예약 문의 (02-792-3972),명절 당일,,,모두 금연석,단호박 라비올리 / 이베리코 스테이크 / 트러플 에그
398376,,20050025017,가능,,차 / 빙수,02-735-6678,0,2003년,10:00 ~ 22:00,가능(케이크 및 떡류),,예약 불가,명절연휴(전화문의),,,모두 금연석,아이스 말차라떼 / 아이스 검은콩 쉐이크 / 10곡 미숫가루 / 오미자차 / 매실차 / 솔잎차 외
1060809,,20150025534,가능,,한우 생등심 / 생갈비,02-764-8600,0,,11:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-764-8600),연중무휴,,,모두 금연석,한우 생등심 / 생갈비 / 갈빗살 / 소양념갈비 / 한우 차돌박이 외
763989,,20020029959,가능,,숯불왕생갈비,02-752-1342,0,2002.8.12,11:30 ~ 23:30,가능(일부 메뉴),주차 가능(50대),전화 예약 가능 (02-752-1342~3),명절당일,,,모두 금연석,숯불왕생갈비 / 숯불왕양념갈비 / 살치살 / 한우불고기 / 한우갈비탕 외
2624454,,19730029075,없음,,뷔페,02-317-0357,0,,07:00 ~ 21:30,,,,연중무휴,,,,
838590,,20050095122,가능,,코스요리,02-877-1272,0,,11:00 ~ 21:30,가능(일부 메뉴),주차 가능,전화 예약 문의 (02-877-1272),명절연휴(전화문의),,,모두 금연석,
2023561,,20020087225,가능,,아승지 정식,02-836-8442,0,2002-11-07,12:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00),,주차 가능,전화 예약 필수 (02-832-7595),주말,,,모두 금연석,아승지 정식 (코스요리 & 사찰음식 뷔페)
2653171,,20070025186,없음,,팟타이,070-7608-1763,0,,11:30-22:00(브레이크타임 14:30-17:00 / 라스트오더 21:00),,,가능,,,,금연,팟타이
2642995,,20170070779,없음,,라멘,02-332-3767,0,,11:00-22:00(라스트오더 21:30),,,,,,,금연,라멘
697349,,20020029134,가능,,신당동떡볶이,02-2232-7872,0,,00:00 ~ 24:00,가능(일부 메뉴),,전화 예약 가능 (02-2232-7872),첫째·셋째주 월요일,,,모두 금연석,신당동떡볶이 / 궁중떡볶이 / 해물떡볶이 / 치즈떡볶이 / 눈물떡볶이 외
758414,,20060106045,가능,,신선로파스타 / 이베리코육전,02-3453-7697,0,,17:00 ~ 02:00 (일요일 12:00 ~ 24:00),가능,주차 가능,전화 예약 문의 (02-3453-7697)<br />홈페이지 예약 가능,명절연휴(전화문의),,,모두 금연석,신선로파스타 / 이베리코육전 / 구운가래떡낙지떡볶이 / 딸기피자 / 로제쉬림프파스타 외
1578248,,20070056215,가능,,"간제미 무침,회 / 오리백숙",02-954-9715,0,2007-04-19,09:00 ~ 21:00,포장 가능,,전화 02-954-9715,연중무휴,"실내,외 165㎡","100석 (실내 50석, 룸 10석, 야외 40석)",모두 금연석,간제미무침+매운탕 / 간제미회+매운탕 / 간제미한마리매운탕 / 오리백숙 / 옻오리 / 오리도리탕
2568342,,20150115749,가능,,일식 코스요리,02-422-4209,0,,17:00 ~ 04:00,가능,주차 가능,예약 가능(02-422-4209),일요일 / 명절당일,,,모두 금연석,일식 코스요리 / 전복해물탕 외
1102303,,20050029812,가능,,,아하바 02-753-7003 / 브라카 02-753-7005,0,,11:10 ~ 21:50 (주문마감 21:00),가능(일부 메뉴),,전화 예약 가능 (아하바 02-753-7003 / 브라카 02-753-7005),연중무휴,,,모두 금연석,
835739,,20060025130,가능,,국시 / 국밥,02-720-4490,0,,11:00 ~ 22:00,가능(일부 메뉴),,전화 예약 문의 (02-720-4490),명절연휴(전화문의),,,모두 금연석,국시 / 국밥 / 수육 / 보쌈 / 모둠전 외
403989,,19980050138,가능,,청국장,02-743-8104,0,1996-05-26,08:00 ~ 21:30,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-743-8104),연중무휴,,,모두 금연석,청국장 / 순두부 정식 / 회덮밥 / 불뚝배기 외
836820,,20040030127,가능,,돼지갈비,02-2279-4522,0,1967년 04월,11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00),가능,,전화 예약 문의 (02-2279-4522),주말,,,모두 금연석,돼지갈비 / 소갈비 / 육개장 / 갈비탕 / 보쌈김치 외
135748,,20150069400,가능,,파스타 / 리조또,02-324-0978,0,,11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00),가능(일부 메뉴),주차 가능,전화 예약 문의 (02-324-0978),명절,,,모두 금연석,파스타 / 리조또 / 피자 / 스테이크 외 각종 양식
2670079,,20170025762,가능,,닭고기 쌀국수,02-722-6010,0,,매일 11:30 ~ 22:00 (라스트오더 21:00),,,,연중무휴,,20명 내외,,"닭고기 쌀국수, 소고기 쌀국수, 매콤 새우 쌀국수, 태국식 볶음 쌀국수, 소프트쉘 옐로우 커리 등"
2670605,,20110033537,없음,,화덕피자,02-794-4616,0,,"수,목12:00~24:00(라스트오더22:00), 화14:00~24:00(라스트오더22:00), 금,토12:00~02:00(라스트오더24:00), 일12:00~23:00(라스트오더22:00)",,가능,가능,월요일,,,금연,화덕피자
404004,,19880025003,가능,,빠에야 마리스코스,02-741-5841,0,,12:00 ~ 21:00,,,전화 예약 문의 (02-741-5841),일요일,,,모두 금연석,빠에야 마리스코스 / 아로스 네그로 / 알본디가스 / 또르띠야 외
2653172,,20180025872,없음,,삼겹살,02-737-8088,0,,10:00-22:00(브레이크타임 14:30-16:00 라스트오더 21:00),,,가능,,,,금연,삼겹살
846596,,19990120537,가능,,장어구이,02-3426-2253,0,1991년,11:30 ~ 22:30,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-3426-2253),연중무휴,,,모두 금연석,장어구이 / 논우렁된장정식 외
2642588,,20200029335,없음,,꽃등심,02-779-2233,0,,10:00-23:00,,,,연중무휴,,,금연,꽃등심
697393,,19990029014,가능,,떡볶이,02-2252-2616,0,,00:00 ~ 24:00,가능,,전화 예약 문의 (02-2252-2616),연중무휴,,,모두 금연석,떡볶이 / 순대 / 오뎅 / 만두 / 닭발 외
133246,,19930029298,가능,,특양 / 대창,02-2275-8837,0,,11:00 ~ 22:00,가능(일부 메뉴),주차 가능(50대),전화 예약 가능 (02-2275-8838),연중무휴,,,모두 금연석,특양 / 대창 / 곱창  / 양곰탕 외
232225,,19830025237,가능,,한정식 코스요리,"02-733-5507, 730-1112",0,,11:30 ~ 22:00 (주문마감 21:00),,,전화 예약 가능 (02-733-5507),명절,,,모두 금연석,진지상 / 양반정식 / 교자상 / 수라상 / 삼합 / 육회 / 간장게장 외
2653173,,20020025536,없음,,삼겹살,02-3210-0808,0,,11:00-03:00(라스트오더 02:00),,가능,가능,,,,금연,삼겹살
2670607,,19920025716,없음,,해장국,02-742-6960,0,,08:30-23:00(라스트오더22:30),,가능,가능,매주 월요일,,,금연,해장국
1323955,,20110066500,가능,,검은콩국수,02-364-0204,0,,10:00 ~ 24:00,가능,,전화 예약 문의 (02-364-0204),연중무휴,,,모두 금연석,검은콩국수 / 비빔국수 / 감자만두 외
2668237,,19930105928,없음,,한방족발,02-2051-9292,0,,10:30-23:00,,불가,가능,일요일,,,금연,한방족발
2555394,"평일 레스토랑 식사시 커피 30%할인 (영수증 지참시)",20170036216,가능,,아메리카노,02-462-6262,0,,카페 11:00 ~ 23:00<br />레스토랑 12:00 ~ 21:00,,,전화 예약 문의 (02-462-6262),연중무휴,,,모두 금연석 (흡연구역 따로 있음),아메리카노 / 스트로베리라떼 / 베리어메이징 / 어반에이드 / 아보새우 외
403384,,19950114312,가능,,탕수우럭 / 해물누룽지,02-422-8886,0,,12:00 ~ 22:00 (브레이크타임 15:00 ~ 18:00),가능(일부 메뉴),주차 가능,전화 예약 문의 (02-422-8886),명절연휴,,,모두 금연석,탕수우럭 / 해물누룽지 / 코스요리 / 양장피 / 탕수육 / 짜장면 / 짬뽕 외
581602,,20050080310,가능,,한정식 / 한우구이,02-867-9292,0,,11:30 ~ 22:00,,주차 가능,전화 예약 가능 ( 02-867-9292 ),연중무휴,,,모두 금연석,
2604812,,20180099301,가능,,낙지탕탕이 한우육회,070-7543-3033,0,,,가능,,,일요일 / 명절당일,,60석,모두 금연석,"과일 물육회, 스지오뎅탕, 차돌숙주볶음, 바싹 불고기 외"
2668255,,19940025379,없음,,된장찌개,02-2266-3609,0,,09:00-19:00,,불가,가능,"토요일, 일요일",,,금연,된장찌개
2653174,,19920025221,없음,,떡볶이,070-8845-8493,0,,11:00-23:00(라스트오더 22:00),,가능,,,,,금연,떡볶이
2653179,,0,없음,,삼겹살무한리필,070-8871-6788,0,,11:00-23:50(라스트오더 22:50),,,,,,,금연,삼겹살무한리필
2660893,,20120069575,없음,,삼겹살,02-345-9588,0,,11:00-23:30(라스트오더 22:30),,,가능,,,,금연,삼겹살
133328,,19890105039,가능,,코스요리,02-568-5147,0,,11:30 ~ 22:00 (브레이크타임 14:30 ~ 17:00),가능,주차 가능,전화 예약 문의 (02-568-5147~9),명절연휴,,,모두 금연석,코스요리 / 생선회 / 초밥 외
232206,,20030025649,가능,,커리 / 탄두리치킨,02-766-8850,0,,11:00 ~ 23:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-766-8850),연중무휴,,,모두 금연석,커리 / 탄두리치킨 / 난 / 닭고기 볶음밥 외
2623215,,20110107888,없음,,안심스테이크,02-543-1450,0,,10:00 ~ 22:00 (브레이크타임 15:00 ~ 17:30),,,,1월 1일 / 명절당일 및 익일,,,,안심스테이크 / 시금치새우파스타 / 풍기피자 / 치킨 샐러드 / 포모도로 파스타 / 코스요리 외
2653180,,20090025522,없음,,수제등심돈까스,02-747-8894,0,,11:00-20:00(브레이크타임 15:30-16:30 / 라스트오더 20:00),,,가능,,,,금연,수제등심돈까스
2653181,,20100025023,없음,,리조또,070-4403-0033,0,,11:30-22:00(브레이크타임 16:00-17:00 / 라스트오더 21:00),,가능,가능,,,,금연,리조또
135684,,20050033545,가능,,코스요리,02-3455-9297,0,,평일 17:00 ~ 22:00(주문 마감 20:00)<br />주말 및 공휴일 12:00 ~ 22:00(런치 주문마감 14:00),,,"전화 예약 문의 (02-3455-9297, 9298)",연중무휴,,,모두 금연석,평일 디너코스 / 주말 런치코스 / 주말 디너코스 / 커플코스 / 한우스테이크(평일디너)
1938533,,20160033856,가능,,기로스 / 수블라키 / 팔라펠,070-8263-8678,0,,12:00 ~ 22:00,가능(일부 메뉴),,전화 예약 가능 (070-8263-8678),월요일,,,모두 금연석,기로스 / 수블라키 / 팔라펠 / 샐러드 / 스프 외
2588389,"샌드위치, 필라프, 샐러드 구매시 음료할인",20170025739,가능,,"생바질치킨 샌드위치, 엘 콥셀러드",02-723-2589,0,,07:30 ~ 20:30(토요일:10:30 ~ 15:00),전메뉴 포장가능,주차 불가,전화예약:02-723-2689,"일요일,공휴일",,,모두 금연,"샌드위치 / 필라프 / 샐러드 / 스프 / 커피 / 음료(착즙쥬스, 우유, 탄산)"
2642916,,20170066672,없음,,돈까스,02-363-5241,0,,"11:30-21:30(브레이크타임 15:30-17:00, 라스트오더 21:00)",가능,가능,,,,,금연,돈까스
2663525,,20160086207,가능,,고급 양갈비,02-785-8885,0,,11:00 ~ 22:00,가능,,전화 예약 가능 (02-785-8885),일요일 / 명절당일,,80석,,고급 양갈비 / 오리지날 양꼬치 / 꿔바러우 외
2653182,,20110025680,없음,,곱창전골,02-762-5157,0,,11:30-22:30(브레이크타임 15:00-16:00 / 라스트오더 21:30),,,가능,,,,금연,곱창전골
2642820,,20030025337,없음,,해물순두부,02-762-0593,0,,10:00-21:00(라스트오더 20:30),,,가능,매주 일요일,,,금연,해물순두부
2542167,,19930106094,가능,,차돌박이짬뽕,"02-558-5464, 050-4570-0536",0,,10:30 ~ 00:30,,,전화 예약 문의 (02-554-7887),연중무휴,,120석,모두 금연석,찹쌀탕수육 / 차돌박이짬뽕 / 문어짬뽕 외
133381,,20140087276,가능,,복어요리,02-2678-3467,0,,11:00 ~ 22:00,포장 불가,주차 가능,"전화 예약 가능 (02-2678-3467,02-2679-3467)",명절,,,모두 금연석,복지리 / 복매운탕 / 복불고기 / 복샤브샤브 / 복수육
1985338,,19810086036,없음,,"칼국수, 칼비빔국수",02-2636-9817,0,,10:00 ~ 20:00,일부메뉴 포장가능,주차 불가,전화 예약 문의 (02-2636-9817),매주 월요일,,,모두 금연석,"칼국수 / 소면 / 칼비빔국수 / 소면비빔국수 / 메밀만두<br />＊1인 1메뉴 주문시 국수와 밥 리필 가능"
2657954,,20050084390,가능,,목살소금구이,02-3397-3299,0,,11:00-22:00(브레이크타임 15:00-17:00),가능,가능,가능,매주 일요일,,,금연,목살소금구이
1968826,,20140025579,가능,,스페셜 커피 / 대추 생강 한방차,02-3672-1599,0,,08:00 ~ 21:00,가능(일부 메뉴),주차 가능(공용주차장),전화 예약 문의 (02-3672-1599),연중무휴,,,모두 금연석,스페셜 커피 / 대추 생강 한방차 / 비엔나 커피 / 말차아인슈페너  외
838014,,20000025731,가능,,두부버섯전골,02-379-6100,0,1992년 11월 03일,10:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (02-379-6100),명절연휴,,,모두 금연석,두부버섯전골 / 순두부청국장 / 콩비지 외
684066,,20100115542,가능,,소머리국밥,02-470-4819,0,,11:00 ~ 22:00,,주차 가능,전화 예약 가능 (02-470-4819),연중무휴,,,모두 금연석,소머리국밥 / 술국 / 수육 외
2653185,,20060025624,없음,,냉면,02-747-8898,0,,09:00-23:00,,,,,,,금연,냉면
2496493,,19760050003,가능,,중화요리,02-764-0094,0,,11:00 ~ 21:00,,,전화 예약 문의 (02-764-0094),연중무휴,,,모두 금연석,짜장면 / 짬뽕 / 볶음밥 / 탕수육 외
697191,,19870025048,가능,,아귀찜 / 해물찜,02-741-3621,0,,11:30 ~ 22:00,가능(일부 메뉴),,전화 예약 문의 (02-741-3621),명절연휴,,,모두 금연석,아귀찜 / 해물찜 / 아귀탕 / 해물탕 외
2643003,,20010069365,없음,,생삼겹살,02-3141-9608,0,,16:00-04:00(라스트오더 03:00),,,가능,,,,금연,생삼겹살
2642516,,19820029066,없음,,불고기,02-779-3000,0,,11:30-14:00(라스트오더 13:00 / 브레이크타임 14:00-16:00)/ 16:30-22:00(라스트오더 21:10),,,,,,,금연,불고기
1063408,,19970025168,가능,,고유민속차,02-722-5332,0,,10:00 ~ 23:00 (일요일 10:00 ~ 22:00),,,예약 불가능,연중무휴(전화문의),,19개 테이블(2~3층),모두 금연석,고유민속차 / 가래떡구이 / 옛날팥빙수 외
2653187,,20180025412,없음,,와플,02-6083-9167,0,,11:30-20:00(라스트오더 19:00),,,가능,,,,금연,와플
1489369,,20100029758,가능,,간장게장 / 숯불양념갈비,02-778-6767,0,,10:00 ~ 23:30,가능,,전화 예약 문의 (02-778-6767),연중무휴,,,모두 금연석,간장게장 / 숯불양념갈비 / 흑돼지삼겹살 외
403027,,19880025154,가능,,돼지 고추장양념 화로구이,02-2279-8449,0,,10:30 ~ 24:00,가능(일부 메뉴),,전화 예약 가능 (02-2279-8449),연중무휴,,,모두 금연석,돼지 고추장양념 화로구이 / 꼼장어 화로구이 / 삼겹살 / 소등심 외
2643072,,20190025464,없음,,족발,02-722-6882,0,,17:00-23:00(라스트오더22:00),,가능,가능,"주말, 공휴일",,,금연,족발
2653720,,20180029529,없음,,족발,02-3789-6882,0,,11:30-23:00 (브레이크타임 14:30-16:30 라스트오더 21:50),가능,,가능,,,,금연,족발
2654057,,19830029205,없음,,닭칼국수,02-2285-4578,0,,10:00-22:00(라스트오더 20:00),,,,일요일,,,금연,닭칼국수
2653188,,20090029099,없음,,크리스피베이크치킨,02-3789-5892,0,,11:30-03:00(라스트오더 2:30),,,,,,,금연,크리스피베이크치킨
403975,,20000042473,가능,,모둠순대 / 순대국,02-918-9797,0,,10:30 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (02-918-9797),연중무휴,,,모두 금연석,모둠순대 / 순대국 / 수육 / 술국 외
1966366,,19950029142,가능,,참다랑어회,02-736-1001,0,,11:30 ~ 23:00 (토요일 11:30 ~ 22:00),가능(일부 메뉴),주차 가능,전화 예약 문의 (02-736-1001),일요일,,,모두 금연석,참다랑어회 / 회정식 / 초밥 / 전복죽 / 생복탕 외
1541078,,19990108671,가능,,"스테이크, 파스타&피자",02-3442-1582,0,1999년 10월 1일,11:00 ~ 05:00(익일),가능(일부 메뉴),주차 가능,전화 예약 가능 (02-3442-1582) 또는 이메일(onpartyhall@naver.com),연중무휴,,,모두 금연석,브런치 / 그릴 컷 스테이크 / 와규 럼프 / 샐러드 / 파스타 / 디저트 / 콰트로피자 / 커피 / 차 / 에이드 외
835909,,20030029903,가능,,쌈밥정식,02-753-7533,0,2003-03-01,10:00-24:00,가능,가능,가능,명절,,,금연,대나무쌈밥정식 / 녹차대나무정식 / 생갈빗살정식 / 삼겹살정식 외
737570,,20130069169,가능,,족발,02-715-7719,0,,10:00 ~ 24:00,가능,,전화 예약 문의 (02-715-7719),일요일,,,모두 금연석,족발 / 순댓국 외
2030277,,20140025133,가능,,단호박치즈피자,02-737-9944,0,,"평일 점심11:30 - 15:00 (Last Order 13:30) , 저녁 17:00-21:00 (Last Order 19:30) 토요일 점심 11:30 - 15:00(Last Order 13:30), 저녁 15:30 - 21:00 (Last Order 19:30)",가능(일부 메뉴),,전화 예약 가능 (02-737-9944),일요일,,,모두 금연석,단호박치즈피자 / 홈메이드 리코타치즈 샐러드 외
562471,,19940025130,가능,,한정식,02-733-5412,0,,12:00-22:00(라스트오더 20:30),가능,,전화 예약 문의 (02-733-5412),연중무휴,,,금연,한정식 / 토종닭백숙 / 간장게장백반 외
134709,,20050050740,가능,,온달정식 / 전기구이치킨,02-923-6557,0,,11:00 ~ 00:30 (일요일 11:00 ~ 24:00),가능,,전화 예약 가능 (02-923-6557),명절연휴,,,모두 금연석,온달정식 / 전기구이치킨 / 치킨까스 / 생선까스 외
402998,,19980025698,가능,,비지찌개,02-738-4231,0,,11:00-21:00(라스트오더 20:30),가능(일부 메뉴),불가,전화 예약 문의 (02-738-4231),연중무휴,,,금연,비지찌개/ 두부버섯전골 / 두부김치전골 / 제육볶음 / 국산서리태두부 외
403038,,19990025469,가능,,코스메뉴,02-733-3056,0,1999년,11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00),가능(일부 메뉴),주차 가능,전화 예약 가능 (02-733-3056),연중무휴,,"총 200석(룸 7개, 테라스포함)",모두 금연석,코스메뉴 / 단호박피자 / 해산물 파스타 / 해산물 리조또 / 치킨 스테이크 외
2654063,,20170025474,없음,,소고기구이,02-722-9222,0,,11:00-23:00(라스트오더 21:00),,,가능,,,,금연,소고기구이
134751,,20020107658,가능,,48시래기코다리찜,02-445-1411,0,,10:00 ~ 22:00 (브레이크타임 15:00 ~ 17:00),가능,주차 가능(6대),전화 예약 가능 (02-445-1411),연중무휴,,,모두 금연석,48시래기코다리찜 / 황태칼국수 / 황태해장국 / 얼큰황태칼국수 / 황태구이정식 외
134708,,19990066191,가능,,매운홍합,02-392-0302,0,,11:30 ~ 22:00,가능(일부 메뉴),,전화 예약 문의 (02-392-0302),월요일(마지막주  월요일은 영업),,,모두 금연석,매운홍합 / 짜장면 / 짬뽕 / 탕수육 외 각종 중화요리
2645156,,19980091318,가능,,소금 막창구이 / 양념 막창구이,02-813-6889,0,,11:00 ~ 22:00,가능,,,일요일 / 명절당일,,70석,모두 금연석,소금 막창구이 / 양념 막창구이 / 곱창볶음 외
